typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,274794.7,False,8,kg,274794.7,False,274794.7,False,274794.7,False,2503838,2446375,2503838,0,False,True
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51003.5,False,8,kg,51003.5,False,51003.5,False,51003.5,False,177012,164010,177012,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37580.0,False,8,kg,37580.0,False,37580.0,False,37580.0,False,266025,252889,266025,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,78980.5,False,8,kg,78980.5,False,78980.5,False,78980.5,False,1388282,1383538,1388282,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,571.5,False,8,kg,571.5,False,571.5,False,571.5,False,128577,128577,128577,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,392,JPN,Japan,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1362.53,False,8,kg,1362.53,False,1362.53,False,1362.53,False,70125,65437,70125,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,410,KOR,Rep. of Korea,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,85334.34,False,8,kg,85334.34,False,85334.34,False,85334.34,False,367465,351952,367465,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,458,MYS,Malaysia,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5198.0,False,8,kg,5198.0,False,5198.0,False,5198.0,False,11301,10845,11301,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,490,S19,"Other Asia, nes",0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13691.7,False,8,kg,13691.7,False,13691.7,False,13691.7,False,69817,67345,69817,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,194.61,False,8,kg,194.61,False,194.61,False,194.61,False,1803,1527,1803,0,True,False
C,A,20240101,2024,52,2024,608,PHL,Philippines,M,Import,702,SGP,Singapore,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,252.46,False,8,kg,252.46,False,252.46,False,252.46,False,8069,7916,8069,0,True,False
