id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
,,,842.0,USA,993.0,TTCR,16695.686911400004,,,,992.0,TFCR,156.0,China,294172.261899567,,,
,,,986.0,Other,993.0,TTCR,373000.0,,,,992.0,TFCR,392.0,Japan,162232.33512700003,,,
,,,991.0,TFCM,156.0,China,97960.91954999999,,,,992.0,TFCR,410.0,Rep. of Korea,22600.72157065,,,
,,,991.0,TFCM,246.0,Finland,6597.037649999999,,,,996.0,MRMT,410.0,Rep. of Korea,2143.8854688589854,,,
,,,991.0,TFCM,251.0,France,0.0427499999999999,,,,,,,,,,,
,,,991.0,TFCM,410.0,Rep. of Korea,0.0063014999999999,,,,,,,,,,,
,,,991.0,TFCM,710.0,South Africa,60.986799,,,,,,,,,,,
,,,991.0,TFCM,826.0,United Kingdom,0.0021,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,175087.81958054999,,,,,,,,,,,
,,,994.0,UARP,246.0,Finland,68487.67702382703,,,,,,,,,,,
,,,994.0,UARP,251.0,France,3282.7209147820004,,,,,,,,,,,
,,,994.0,UARP,392.0,Japan,12364.988778309988,,,,,,,,,,,
,,,994.0,UARP,579.0,Norway,49713.86395663002,,,,,,,,,,,
,,,994.0,UARP,710.0,South Africa,16146.068397124998,,,,,,,,,,,
,,,994.0,UARP,826.0,United Kingdom,26578.050727734008,,,,,,,,,,,
,,,995.0,URMS,251.0,France,999.9055,,,,,,,,,,,
,,,995.0,URMS,579.0,Norway,8000.0,,,,,,,,,,,
,,,995.0,URMS,710.0,South Africa,5933.235318,,,,,,,,,,,
,,,995.0,URMS,826.0,United Kingdom,7999.9892,,,,,,,,,,,
