id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
842.0,USA,16700.0,36.0,Australia,156.0,China,35572.74314220001,156.0,China,167000.0,156.0,China,156.0,China,153710.891316795,156.0,China,82642.66623999999
36.0,Australia,169000.0,36.0,Australia,993.0,TTCR,133427.25685779998,246.0,Finland,8000.0,156.0,China,392.0,Japan,490.449279,392.0,Japan,23694.11386752
76.0,Brazil,77100.0,76.0,Brazil,156.0,China,7232.331,251.0,France,1000.0,156.0,China,410.0,Rep. of Korea,756.13111207,410.0,Rep. of Korea,39490.18977919999
124.0,Canada,167000.0,76.0,Brazil,710.0,South Africa,5.77773,392.0,Japan,17000.0,156.0,China,998.0,NCPC,12042.528292134999,,,
156.0,China,120000.0,76.0,Brazil,993.0,TTCR,69861.89127,579.0,Norway,8000.0,156.0,China,999.0,NBCP,411613.47674880084,,,
360.0,Indonesia,771000.0,124.0,Canada,246.0,Finland,16494.254999999997,410.0,Rep. of Korea,12000.0,246.0,Finland,156.0,China,23923.9842,,,
540.0,New Caledonia,200000.0,124.0,Canada,993.0,TTCR,150505.745,710.0,South Africa,6000.0,246.0,Finland,392.0,Japan,14088.9131,,,
608.0,Philippines,334000.0,156.0,China,156.0,China,119961.1323621,826.0,United Kingdom,8000.0,246.0,Finland,410.0,Rep. of Korea,5267.719209999999,,,
643.0,Russian Federation,283000.0,156.0,China,251.0,France,0.0147,,,,246.0,Finland,998.0,NCPC,33207.060513827,,,
986.0,Other,373000.0,156.0,China,410.0,Rep. of Korea,3.2313045,,,,251.0,France,156.0,China,237.21636499999997,,,
,,,156.0,China,993.0,TTCR,35.6216334,,,,251.0,France,392.0,Japan,0.1487,,,
,,,156.0,China,997.0,NTRM,5841552.272554301,,,,251.0,France,410.0,Rep. of Korea,0.158425,,,
,,,246.0,Finland,997.0,NTRM,15708.875649999998,,,,251.0,France,998.0,NCPC,4045.197424782,,,
,,,360.0,Indonesia,156.0,China,508987.41,,,,392.0,Japan,156.0,China,8376.805105,,,
,,,360.0,Indonesia,993.0,TTCR,262012.59000000003,,,,392.0,Japan,410.0,Rep. of Korea,2425.628510355,,,
,,,392.0,Japan,997.0,NTRM,361069.5345706,,,,392.0,Japan,998.0,NCPC,18562.555162955,,,
,,,410.0,Rep. of Korea,997.0,NTRM,427821.387621,,,,392.0,Japan,999.0,NBCP,163438.20545348,,,
,,,540.0,New Caledonia,156.0,China,407076.405,,,,410.0,Rep. of Korea,156.0,China,62.838685,,,
,,,540.0,New Caledonia,251.0,France,0.012,,,,410.0,Rep. of Korea,392.0,Japan,5366.964024999999,,,
,,,540.0,New Caledonia,392.0,Japan,280831.5,,,,410.0,Rep. of Korea,410.0,Rep. of Korea,3718.6425075209954,,,
,,,540.0,New Caledonia,410.0,Rep. of Korea,439818.15,,,,410.0,Rep. of Korea,998.0,NCPC,2851.554782479,,,
,,,540.0,New Caledonia,993.0,TTCR,0.012,,,,579.0,Norway,156.0,China,6703.9638,,,
,,,608.0,Philippines,156.0,China,4812510.45,,,,579.0,Norway,392.0,Japan,2205.6,,,
,,,608.0,Philippines,392.0,Japan,97233.75,,,,579.0,Norway,410.0,Rep. of Korea,2257.6044,,,
,,,608.0,Philippines,826.0,United Kingdom,0.0053999999999999,,,,579.0,Norway,998.0,NCPC,46546.69575663,,,
,,,643.0,Russian Federation,156.0,China,19250.8815,,,,710.0,South Africa,156.0,China,2553.907928,,,
,,,643.0,Russian Federation,246.0,Finland,617.583,,,,710.0,South Africa,392.0,Japan,1077.0,,,
,,,643.0,Russian Federation,993.0,TTCR,263131.5355,,,,710.0,South Africa,410.0,Rep. of Korea,92.07024752,,,
,,,842.0,USA,251.0,France,0.02505,,,,710.0,South Africa,998.0,NCPC,18423.090221605,,,
,,,842.0,USA,392.0,Japan,4.2845706,,,,826.0,United Kingdom,156.0,China,4514.273689439,,,
,,,842.0,USA,410.0,Rep. of Korea,1.5e-05,,,,826.0,United Kingdom,392.0,Japan,1670.90909,,,
,,,842.0,USA,710.0,South Africa,0.000153,,,,826.0,United Kingdom,410.0,Rep. of Korea,227.62832722500002,,,
,,,842.0,USA,826.0,United Kingdom,0.0032999999999999,,,,826.0,United Kingdom,998.0,NCPC,28165.239621070003,,,
