id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
842.0,USA,18400.0,36.0,Australia,156.0,China,15778.5645,156.0,China,167000.0,156.0,China,156.0,China,161310.2654824971,156.0,China,82642.66623999999
36.0,Australia,151000.0,36.0,Australia,410.0,Rep. of Korea,0.004875,246.0,Finland,8000.0,156.0,China,392.0,Japan,567.247023,392.0,Japan,23694.11386752
76.0,Brazil,76000.0,36.0,Australia,993.0,TTCR,135221.43062499992,251.0,France,1000.0,156.0,China,410.0,Rep. of Korea,1159.6833967399998,410.0,Rep. of Korea,39490.18977919999
124.0,Canada,134000.0,76.0,Brazil,156.0,China,11805.6855,392.0,Japan,17000.0,156.0,China,998.0,NCPC,3962.804097763,,,
156.0,China,109000.0,76.0,Brazil,710.0,South Africa,0.144648,579.0,Norway,8000.0,156.0,China,999.0,NBCP,540888.4433962952,,,
360.0,Indonesia,1040000.0,76.0,Brazil,993.0,TTCR,64194.169852000006,410.0,Rep. of Korea,12000.0,246.0,Finland,156.0,China,22172.64242,,,
540.0,New Caledonia,186000.0,124.0,Canada,156.0,China,0.0225,710.0,South Africa,6000.0,246.0,Finland,392.0,Japan,11323.138700000003,,,
608.0,Philippines,387000.0,124.0,Canada,993.0,TTCR,133999.9775,826.0,United Kingdom,8000.0,246.0,Finland,410.0,Rep. of Korea,6548.795874,,,
643.0,Russian Federation,205000.0,156.0,China,156.0,China,108999.47598565,,,,246.0,Finland,998.0,NCPC,26646.763130938998,,,
986.0,Other,439000.0,156.0,China,410.0,Rep. of Korea,0.00333,,,,251.0,France,156.0,China,446.51703499999996,,,
,,,156.0,China,993.0,TTCR,0.52068435,,,,251.0,France,392.0,Japan,3.2559,,,
,,,156.0,China,997.0,NTRM,6469891.247835649,,,,251.0,France,410.0,Rep. of Korea,22.381933,,,
,,,360.0,Indonesia,156.0,China,125874.1362,,,,251.0,France,998.0,NCPC,6953.707278681001,,,
,,,360.0,Indonesia,993.0,TTCR,914125.8638,,,,392.0,Japan,156.0,China,10699.747741,,,
,,,392.0,Japan,997.0,NTRM,446792.5,,,,392.0,Japan,410.0,Rep. of Korea,3362.08912152,,,
,,,410.0,Rep. of Korea,997.0,NTRM,465230.13189075,,,,392.0,Japan,998.0,NCPC,14599.745431181,,,
,,,540.0,New Caledonia,156.0,China,356293.47,,,,392.0,Japan,999.0,NBCP,157839.05289648002,,,
,,,540.0,New Caledonia,251.0,France,0.05145,,,,410.0,Rep. of Korea,156.0,China,4661.469481,,,
,,,540.0,New Caledonia,392.0,Japan,249543.0,,,,410.0,Rep. of Korea,392.0,Japan,6191.1327,,,
,,,540.0,New Caledonia,410.0,Rep. of Korea,461480.1,,,,410.0,Rep. of Korea,998.0,NCPC,1842.1465711100002,,,
,,,540.0,New Caledonia,993.0,TTCR,1.01382,,,,410.0,Rep. of Korea,999.0,NBCP,7610.922346765015,,,
,,,608.0,Philippines,156.0,China,5851521.0,,,,579.0,Norway,156.0,China,21311.1288,,,
,,,608.0,Philippines,392.0,Japan,214249.5,,,,579.0,Norway,392.0,Japan,3344.226,,,
,,,608.0,Philippines,410.0,Rep. of Korea,15750.0,,,,579.0,Norway,410.0,Rep. of Korea,3239.8296,,,
,,,608.0,Philippines,993.0,TTCR,0.0003,,,,579.0,Norway,998.0,NCPC,35407.639294399996,,,
,,,643.0,Russian Federation,156.0,China,36455.562,,,,710.0,South Africa,156.0,China,7369.016704,,,
,,,643.0,Russian Federation,993.0,TTCR,168544.43799999997,,,,710.0,South Africa,392.0,Japan,1228.2,,,
,,,842.0,USA,156.0,China,0.1507499999999999,,,,710.0,South Africa,410.0,Rep. of Korea,414.862656,,,
,,,842.0,USA,251.0,France,0.00465,,,,710.0,South Africa,998.0,NCPC,11113.802462096,,,
