id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
842.0,USA,8000.0,36.0,Australia,156.0,China,12689.80605,156.0,China,167000.0,156.0,China,156.0,China,126661.27769589811,156.0,China,82642.66623999999
36.0,Australia,110000.0,36.0,Australia,246.0,Finland,0.0650999999999999,246.0,Finland,8000.0,156.0,China,392.0,Japan,869.85683,392.0,Japan,23694.11386752
76.0,Brazil,77000.0,36.0,Australia,993.0,TTCR,97310.12884999998,251.0,France,1000.0,156.0,China,410.0,Rep. of Korea,2052.71879761,410.0,Rep. of Korea,39490.18977919999
124.0,Canada,190000.0,76.0,Brazil,156.0,China,5988.4185,392.0,Japan,17000.0,156.0,China,998.0,NCPC,37416.146676492,,,
156.0,China,120000.0,76.0,Brazil,246.0,Finland,6062.879999999999,579.0,Norway,8000.0,156.0,China,999.0,NBCP,1330958.213973046,,,
360.0,Indonesia,2200000.0,76.0,Brazil,993.0,TTCR,64948.701499999996,410.0,Rep. of Korea,12000.0,246.0,Finland,156.0,China,25058.415915999998,,,
540.0,New Caledonia,110000.0,124.0,Canada,156.0,China,48.26895,710.0,South Africa,6000.0,246.0,Finland,392.0,Japan,5748.320399999999,,,
608.0,Philippines,330000.0,124.0,Canada,246.0,Finland,11082.945,826.0,United Kingdom,8000.0,246.0,Finland,410.0,Rep. of Korea,3409.3694199999995,,,
643.0,Russian Federation,210000.0,124.0,Canada,410.0,Rep. of Korea,0.0147007499999999,,,,246.0,Finland,998.0,NCPC,60346.572473182,,,
986.0,Other,300000.0,124.0,Canada,993.0,TTCR,178868.77134925,,,,251.0,France,156.0,China,1.484658,,,
,,,156.0,China,156.0,China,79181.63211824998,,,,251.0,France,392.0,Japan,1.0746,,,
,,,156.0,China,246.0,Finland,0.0149986499999999,,,,251.0,France,410.0,Rep. of Korea,0.1507425,,,
,,,156.0,China,410.0,Rep. of Korea,0.0136455,,,,251.0,France,998.0,NCPC,7159.800223146,,,
,,,156.0,China,993.0,TTCR,40818.3392376,,,,392.0,Japan,156.0,China,6386.836015,,,
,,,156.0,China,997.0,NTRM,5598964.76746825,,,,392.0,Japan,410.0,Rep. of Korea,2131.953487295,,,
,,,246.0,Finland,997.0,NTRM,19986.727298649996,,,,392.0,Japan,998.0,NCPC,25190.055622371,,,
,,,360.0,Indonesia,156.0,China,0.012,,,,392.0,Japan,999.0,NBCP,157985.164441913,,,
,,,360.0,Indonesia,410.0,Rep. of Korea,0.00847875,,,,410.0,Rep. of Korea,156.0,China,4558.376702,,,
,,,360.0,Indonesia,993.0,TTCR,2199999.97952125,,,,410.0,Rep. of Korea,392.0,Japan,2419.840805,,,
,,,392.0,Japan,997.0,NTRM,71389.328314,,,,410.0,Rep. of Korea,410.0,Rep. of Korea,413.06765667599973,,,
,,,410.0,Rep. of Korea,997.0,NTRM,391927.0834398,,,,410.0,Rep. of Korea,998.0,NCPC,4608.714836324,,,
,,,540.0,New Caledonia,156.0,China,193199.145,,,,410.0,Rep. of Korea,999.0,NBCP,13520.365342193007,,,
,,,540.0,New Caledonia,392.0,Japan,42301.5,,,,579.0,Norway,156.0,China,3113.997,,,
,,,540.0,New Caledonia,410.0,Rep. of Korea,403887.9,,,,579.0,Norway,392.0,Japan,1997.2554,,,
,,,540.0,New Caledonia,993.0,TTCR,0.064035,,,,579.0,Norway,410.0,Rep. of Korea,1255.5912,,,
,,,608.0,Philippines,156.0,China,5146250.7,,,,579.0,Norway,998.0,NCPC,79103.798927894,,,
,,,608.0,Philippines,392.0,Japan,46078.5,,,,710.0,South Africa,156.0,China,2939.376988,,,
,,,608.0,Philippines,410.0,Rep. of Korea,30.222471,,,,710.0,South Africa,392.0,Japan,568.000096,,,
,,,608.0,Philippines,993.0,TTCR,1527600.0,,,,710.0,South Africa,410.0,Rep. of Korea,985.8695959600001,,,
,,,643.0,Russian Federation,156.0,China,35483.7765,,,,710.0,South Africa,998.0,NCPC,28143.002566856,,,
,,,643.0,Russian Federation,993.0,TTCR,174516.2235,,,,826.0,United Kingdom,156.0,China,3609.04231,,,
,,,842.0,USA,246.0,Finland,0.0006,,,,826.0,United Kingdom,392.0,Japan,1697.721805,,,
,,,842.0,USA,251.0,France,0.0147271499999999,,,,826.0,United Kingdom,410.0,Rep. of Korea,146.47594394499998,,,
,,,842.0,USA,410.0,Rep. of Korea,0.34481355,,,,826.0,United Kingdom,998.0,NCPC,30332.383462237998,,,
,,,842.0,USA,993.0,TTCR,7999.639859300001,,,,992.0,TFCR,156.0,China,1241272.0729281479,,,
,,,986.0,Other,993.0,TTCR,300000.0,,,,992.0,TFCR,392.0,Japan,168377.208373433,,,
,,,991.0,TFCM,156.0,China,293123.00835,,,,992.0,TFCR,410.0,Rep. of Korea,42615.358277407,,,
,,,991.0,TFCM,246.0,Finland,10840.8216,,,,,,,,,,,
,,,991.0,TFCM,251.0,France,0.6624644999999999,,,,,,,,,,,
,,,991.0,TFCM,392.0,Japan,9.328314,,,,,,,,,,,
,,,991.0,TFCM,410.0,Rep. of Korea,8.57933025,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,39114.01324769999,,,,,,,,,,,
,,,994.0,UARP,246.0,Finland,86562.67820918198,,,,,,,,,,,
,,,994.0,UARP,251.0,France,6162.510223646002,,,,,,,,,,,
,,,994.0,UARP,392.0,Japan,16708.845124666008,,,,,,,,,,,
,,,994.0,UARP,579.0,Norway,77470.64252789399,,,,,,,,,,,
,,,994.0,UARP,710.0,South Africa,26636.249246815994,,,,,,,,,,,
,,,994.0,UARP,826.0,United Kingdom,27785.623521182988,,,,,,,,,,,
,,,995.0,URMS,251.0,France,999.32280835,,,,,,,,,,,
,,,995.0,URMS,579.0,Norway,8000.0,,,,,,,,,,,
,,,995.0,URMS,710.0,South Africa,6000.0,,,,,,,,,,,
,,,995.0,URMS,826.0,United Kingdom,8000.0,,,,,,,,,,,
