typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1107743.8,False,8,kg,1107743.8,False,1107743.8,False,0,False,2748887.99,2640901.35,2748887.99,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,39153.8,False,8,kg,39153.8,False,39153.8,False,0,False,283558.64,274461.18,283558.64,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40301.15,False,8,kg,40301.15,False,40301.15,False,0,False,101561.27,95253.58,101561.27,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,170,COL,Colombia,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2000.0,False,8,kg,2000.0,False,2000.0,False,0,False,9818.14,9600.0,9818.14,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,251,FRA,France,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.81,False,8,kg,1.81,False,1.81,False,0,False,526.64,511.75,526.64,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,199478.01,False,8,kg,199478.01,False,199478.01,False,0,False,497139.85,471734.05,497139.85,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10450.0,False,8,kg,10450.0,False,10450.0,False,0,False,19483.51,18925.45,19483.51,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,161000.0,False,8,kg,161000.0,False,161000.0,False,0,False,323118.0,303850.09,323118.0,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,356800.0,False,8,kg,356800.0,False,356800.0,False,0,False,858571.57,840719.19,858571.57,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,170.55,False,8,kg,170.55,False,170.55,False,0,False,1397.53,1267.49,1397.53,0,False,True
C,A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,201.95,False,8,kg,201.95,False,201.95,False,0,False,4469.85,4149.93,4469.85,0,False,True
