typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,348127.58,False,8,kg,348127.58,False,348127.58,False,0,False,1880232.3,,1880232.3,0,False,True
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,141.11,False,8,kg,141.11,False,141.11,False,0,False,6050.47,,6050.47,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,76,BRA,Brazil,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,41180.0,False,8,kg,41180.0,False,41180.0,False,0,False,88197.57,,88197.57,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,152,CHL,Chile,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,8,kg,1000.0,False,1000.0,False,0,False,5228.48,,5228.48,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15090.03,False,8,kg,15090.03,False,15090.03,False,0,False,38749.1,,38749.1,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,170,COL,Colombia,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1500.0,False,8,kg,1500.0,False,1500.0,False,0,False,10151.85,,10151.85,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,23818.05,False,8,kg,23818.05,False,23818.05,False,0,False,160705.57,,160705.57,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,392,JPN,Japan,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.9,False,8,kg,0.9,False,0.9,False,0,False,2293.27,,2293.27,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,484,MEX,Mexico,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,120.0,False,8,kg,120.0,False,120.0,False,0,False,3336.69,,3336.69,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,902.37,False,8,kg,902.37,False,902.37,False,0,False,10384.39,,10384.39,0,True,False
C,A,20230101,2023,52,2023,604,PER,Peru,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1335.0,False,8,kg,1335.0,False,1335.0,False,0,False,17478.7,,17478.7,0,True,False
