typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,91101.577,False,8,kg,91101.577,False,91101.577,False,0,False,317509.92,,317509.92,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,36,AUS,Australia,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.216,False,8,kg,1.216,False,1.216,False,0,False,189.16,,189.16,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,40,AUT,Austria,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.18,False,8,kg,0.18,False,0.18,False,0,False,477.75,,477.75,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1981.35,False,8,kg,1981.35,False,1981.35,False,0,False,4776.63,,4776.63,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,124,CAN,Canada,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.5,False,8,kg,3.5,False,3.5,False,0,False,6715.09,,6715.09,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2708.37,False,8,kg,2708.37,False,2708.37,False,0,False,24675.86,,24675.86,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,251,FRA,France,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21154.4,False,8,kg,21154.4,False,21154.4,False,0,False,56648.63,,56648.63,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8761.93,False,8,kg,8761.93,False,8761.93,False,0,False,42792.65,,42792.65,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,392,JPN,Japan,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.25,False,8,kg,1.25,False,1.25,False,0,False,323.16,,323.16,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,608,PHL,Philippines,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,300.0,False,8,kg,300.0,False,300.0,False,0,False,4520.85,,4520.85,0,False,True
C,A,20240101,2024,52,2024,804,UKR,Ukraine,M,Import,616,POL,Poland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11965.0,False,8,kg,11965.0,False,11965.0,False,0,False,72329.12,,72329.12,0,False,True
