typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWeight,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22174.4,False,8,kg,22174.4,False,22174.4,False,0.0,False,101500.31,95851.5,101500.31,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,32,ARG,Argentina,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.5,False,8,kg,0.5,False,0.5,False,0.0,False,11.21,11.0,11.21,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,250.0,False,8,kg,250.0,False,250.0,False,0.0,False,5802.5,5615.95,5802.5,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,150.0,False,8,kg,150.0,False,150.0,False,0.0,False,2837.69,2662.5,2837.69,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2025.02,False,8,kg,2025.02,False,2025.02,False,0.0,False,8047.79,6553.3,8047.79,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,251,FRA,France,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,252.17,False,8,kg,252.17,False,252.17,False,0.0,False,1572.61,1430.23,1572.61,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11007.44,False,8,kg,11007.44,False,11007.44,False,0.0,False,25814.83,23329.07,25814.83,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7960.02,False,8,kg,7960.02,False,7960.02,False,0.0,False,18225.11,17639.18,18225.11,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8.37,False,8,kg,8.37,False,8.37,False,0.0,False,1022.58,989.71,1022.58,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,515.0,False,8,kg,515.0,False,515.0,False,0.0,False,37567.5,37073.2,37567.5,0,False,True
C,A,20190101,2019,52,2019,858,URY,Uruguay,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.76,False,8,kg,1.76,False,1.76,False,0.0,False,203.23,172.05,203.23,0,False,True
