typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13020802,False,8,kg,13020802,False,13020802,False,0,False,34727431,31963437,34727431,0,False,True
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,392,JPN,Japan,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,183778,False,8,kg,183778,False,183778,False,0,False,1043522,875927,1043522,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,410,KOR,Rep. of Korea,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3030,False,8,kg,3030,False,3030,False,0,False,259731,246171,259731,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,484,MEX,Mexico,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,31950,False,8,kg,31950,False,31950,False,0,False,76668,65018,76668,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,490,S19,"Other Asia, nes",0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28578,False,8,kg,28578,False,28578,False,0,False,155337,146705,155337,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,608,PHL,Philippines,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,49771,False,8,kg,49771,False,49771,False,0,False,720224,695883,720224,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,616,POL,Poland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1095,False,8,kg,1095,False,1095,False,0,False,18723,18671,18723,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,52725,False,8,kg,52725,False,52725,False,0,False,757099,720651,757099,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,769764,False,8,kg,769764,False,769764,False,0,False,621302,560791,621302,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,752,SWE,Sweden,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1121,False,8,kg,1121,False,1121,False,0,False,35090,34663,35090,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,757,CHE,Switzerland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,47,False,8,kg,47,False,47,False,0,False,31760,31142,31760,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,792,TUR,Türkiye,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,90000,False,8,kg,90000,False,90000,False,0,False,260923,241800,260923,0,True,False
C,A,20240101,2024,52,2024,842,USA,USA,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,158569,False,8,kg,158569,False,158569,False,0,False,1341544,1322485,1341544,0,True,False
