Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,2.188,t
2020,417,Kyrgyzstan,2.188,t
2021,0,World,34.15,t
2021,417,Kyrgyzstan,1.15,t
2021,860,Uzbekistan,33.0,t
2022,417,Kyrgyzstan,30.5,t
2022,398,Kazakhstan,29.49,t
2022,643,Russian Federation,10.5,t
2022,0,World,102.0195,t
2022,203,Czechia,31.5295,t
2023,0,World,321.2375,t
2023,203,Czechia,12.0535,t
2023,233,Estonia,5.081,t
2023,417,Kyrgyzstan,187.274,t
2023,616,Poland,29.784,t
2023,643,Russian Federation,21.0,t
2023,860,Uzbekistan,66.045,t
2024,246,Finland,0.8875,t
2024,0,World,14.077,t
2024,616,Poland,13.1895,t
