typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2701403.06,True,8,kg,2699642,False,2701403.06,True,0,False,7968945,7406976,7968945,6,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22500.0,False,8,kg,22500,False,22500.0,False,0,False,36611,34405,36611,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,620411.785,True,8,kg,620185,False,620411.785,True,0,False,3025858,2714337,3025858,6,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,170,COL,Colombia,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25800.0,False,8,kg,25800,False,25800.0,False,0,False,98241,96964,98241,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,246,FIN,Finland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,300.0,False,8,kg,300,False,300.0,False,0,False,5291,5044,5291,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,251,FRA,France,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,396.618,True,8,kg,80,False,396.618,True,0,False,5786,4386,5786,6,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,70881.441,True,8,kg,70875,False,70881.441,True,0,False,247900,239844,247900,6,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22000.0,False,8,kg,22000,False,22000.0,False,0,False,26554,18648,26554,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,184.411,True,8,kg,0,False,184.411,True,0,False,544,532,544,6,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,67480.616,True,8,kg,67224,False,67480.616,True,0,False,169611,155077,169611,6,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2500.0,False,8,kg,2500,False,2500.0,False,0,False,10719,10429,10719,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,290000.0,False,8,kg,290000,False,290000.0,False,0,False,1124343,1085010,1124343,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,608,PHL,Philippines,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16000.0,False,8,kg,16000,False,16000.0,False,0,False,185408,183657,185408,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,616,POL,Poland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22.0,False,8,kg,22,False,22.0,False,0,False,256,240,256,0,False,True
C,A,20210101,2021,52,2021,76,BRA,Brazil,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,265964.052,True,8,kg,265921,False,265964.052,True,0,False,525456,472371,525456,6,False,True
