reporterCode,cmdCode,status,rows,file,message,checked_at
20,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_20\20_282010_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
20,811100,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_20\20_811100_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
24,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_24\24_282090_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
24,811100,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_24\24_811100_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
32,260200,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_32\32_260200_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
32,282010,existing_file,5,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_32\32_282010_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
32,282090,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_32\32_282090_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
32,811100,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_32\32_811100_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
51,811100,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_51\51_811100_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
975,260200,existing_file,19,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_975\975_260200_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
975,282010,existing_file,19,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_975\975_282010_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
975,282090,existing_file,21,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_975\975_282090_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
975,811100,existing_file,15,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_975\975_811100_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
36,260200,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_36\36_260200_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
36,282010,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_36\36_282010_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
36,282090,existing_file,7,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2021_Import_ByPartner\reporter_36\36_282090_M_2021_partners.csv,validated existing CSV,2026-07-15T20:54:03
