typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20230101,2023,52,2023,144,LKA,Sri Lanka,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14233.16,False,8,kg,14233.16,False,14233.16,False,0,False,232036.575,,232036.575,0,False,True
C,A,20230101,2023,52,2023,144,LKA,Sri Lanka,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22.75,False,8,kg,22.75,False,22.75,False,0,False,1412.404,,1412.404,0,True,False
C,A,20230101,2023,52,2023,144,LKA,Sri Lanka,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11750.0,False,8,kg,11750.0,False,11750.0,False,0,False,15522.42,,15522.42,0,True,False
C,A,20230101,2023,52,2023,144,LKA,Sri Lanka,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2080.64,False,8,kg,2080.64,False,2080.64,False,0,False,207658.27,,207658.27,0,True,False
C,A,20230101,2023,52,2023,144,LKA,Sri Lanka,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,358.47,False,8,kg,358.47,False,358.47,False,0,False,5608.648,,5608.648,0,True,False
C,A,20230101,2023,52,2023,144,LKA,Sri Lanka,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.3,False,8,kg,1.3,False,1.3,False,0,False,131.995,,131.995,0,True,False
C,A,20230101,2023,52,2023,144,LKA,Sri Lanka,M,Import,842,USA,USA,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20.0,False,8,kg,20.0,False,20.0,False,0,False,1702.838,,1702.838,0,True,False
