typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,262862.813,True,8,kg,262543,False,262862.813,True,0,False,1730136.239,1693930.086,1730136.239,6,False,True
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,36,AUS,Australia,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4128.0,False,8,kg,4128,False,4128.0,False,0,False,14142.785,13793.901,14142.785,0,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,40,AUT,Austria,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,65.0,False,8,kg,65,False,65.0,False,0,False,48028.015,45991.127,48028.015,0,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,184599.0,False,8,kg,184599,False,184599.0,False,0,False,1078752.319,1061291.242,1078752.319,0,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13248.991,True,8,kg,13235,False,13248.991,True,0,False,39036.137,38200.89,39036.137,6,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19500.0,False,8,kg,19500,False,19500.0,False,0,False,240418.921,237887.24,240418.921,0,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1525.0,False,8,kg,1525,False,1525.0,False,0,False,38755.992,36645.825,38755.992,0,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13398.891,True,8,kg,13278,False,13398.891,True,0,False,96325.799,94336.898,96325.799,6,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,608,PHL,Philippines,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2025.0,False,8,kg,2025,False,2025.0,False,0,False,27585.208,26162.434,27585.208,0,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61.386,True,8,kg,7,False,61.386,True,0,False,571.314,545.375,571.314,6,True,False
C,A,20200101,2020,52,2020,554,NZL,New Zealand,M,Import,702,SGP,Singapore,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.0,False,8,kg,5,False,5.0,False,0,False,6442.688,5333.78,6442.688,0,True,False
