Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,6.304927280000001,t
2020,56,Belgium,0.02,t
2020,203,Czechia,0.0001,t
2020,251,France,0.0021,t
2020,276,Germany,0.00221548,t
2020,643,Russian Federation,1.222,t
2020,792,Türkiye,5.0585,t
2020,826,United Kingdom,1.1799999999998e-05,t
2021,804,Ukraine,1e-05,t
2021,792,Türkiye,0.20199999999999999,t
2021,643,Russian Federation,0.4022,t
2021,616,Poland,0.002,t
2021,203,Czechia,0.0002,t
2021,251,France,0.00668,t
2021,56,Belgium,0.048,t
2021,0,World,0.6746629199999999,t
2021,276,Germany,0.01357292,t
2022,699,India,0.2198,t
2022,792,Türkiye,0.285212,t
2022,724,Spain,1.2800000000000001e-05,t
2022,398,Kazakhstan,0.8,t
2022,643,Russian Federation,0.002,t
2022,251,France,0.0023,t
2022,203,Czechia,0.00026,t
2022,56,Belgium,0.08,t
2022,0,World,1.3918364000000003,t
2022,276,Germany,0.0022516,t
2023,792,Türkiye,0.5406000000000001,t
2023,643,Russian Federation,0.0025,t
2023,398,Kazakhstan,0.8,t
2023,276,Germany,0.0010914,t
2023,251,France,0.0031,t
2023,380,Italy,0.0008,t
2023,156,China,0.08001200000000001,t
2023,56,Belgium,0.182,t
2023,40,Austria,9e-06,t
2023,0,World,1.6103124,t
2023,203,Czechia,0.0002,t
2024,792,Türkiye,0.1043,t
2024,0,World,0.2248312,t
2024,40,Austria,5e-06,t
2024,56,Belgium,0.0055000000000000005,t
2024,156,China,0.1,t
2024,276,Germany,1.9e-05,t
2024,643,Russian Federation,0.012,t
2024,724,Spain,7.199999999998e-06,t
2024,804,Ukraine,0.003,t
