Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,0.14865,t
2020,643,Russian Federation,0.14865,t
2021,0,World,0.14925,t
2021,124,Canada,0.00015,t
2021,643,Russian Federation,0.1488,t
2021,826,United Kingdom,0.0003,t
2022,710,South Africa,0.0009,t
2022,380,Italy,0.00045,t
2022,757,Switzerland,0.00045,t
2022,0,World,0.00255,t
2022,156,China,0.00075,t
2023,0,World,0.0084,t
2023,156,China,0.0006,t
2023,699,India,0.00015,t
2023,826,United Kingdom,0.007649999999999999,t
2024,156,China,0.0003,t
2024,0,World,0.00825,t
2024,36,Australia,0.0028499999999999997,t
2024,100,Bulgaria,0.00375,t
2024,124,Canada,0.0003,t
2024,842,USA,0.00105,t
