Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,62.141452199999996,t
2020,156,China,0.03,t
2020,344,"China, Hong Kong SAR",0.009,t
2020,458,Malaysia,5.9624999999999995,t
2020,710,South Africa,0.009,t
2020,764,Thailand,52.2765,t
2020,842,USA,3.8544522,t
2021,842,USA,0.0915,t
2021,826,United Kingdom,0.0004988999999999999,t
2021,764,Thailand,66.09599999999999,t
2021,156,China,0.0195,t
2021,0,World,66.22249889999999,t
2021,458,Malaysia,0.015,t
2022,360,Indonesia,0.1215,t
2022,842,USA,0.009,t
2022,764,Thailand,78.08399999999999,t
2022,699,India,0.00035535,t
2022,276,Germany,0.15882254999999998,t
2022,251,France,0.0239832,t
2022,246,Finland,0.0015,t
2022,156,China,0.009,t
2022,76,Brazil,0.0015,t
2022,0,World,78.40966110000001,t
2023,0,World,84.08550000000001,t
2023,36,Australia,1.9725,t
2023,360,Indonesia,9.813,t
2023,458,Malaysia,0.10200000000000001,t
2023,757,Switzerland,3.15,t
2023,764,Thailand,69.045,t
2023,842,USA,0.003,t
2024,0,World,0.0,
2024,76,Brazil,0.0,
2024,320,Guatemala,0.0075,t
2024,764,Thailand,93.1485,t
2024,842,USA,0.056999999999999995,t
