typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3048252.302,True,8,kg,3046248,False,3048252.302,True,0,False,10134975,9384506,10134975,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,32,ARG,Argentina,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,8,kg,1,False,1.0,False,0,False,14,1,14,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13.933,True,8,kg,1,False,13.933,True,0,False,81,72,81,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,76,BRA,Brazil,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,53.536,True,8,kg,0,False,53.536,True,0,False,178,173,178,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,124,CAN,Canada,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,175.647,True,8,kg,0,False,175.647,True,0,False,584,535,584,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,484625.695,True,8,kg,484549,False,484625.695,True,0,False,2067216,1863412,2067216,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,170,COL,Colombia,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22000.0,False,8,kg,22000,False,22000.0,False,0,False,92466,90349,92466,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,208,DNK,Denmark,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2940.0,False,8,kg,2940,False,2940.0,False,0,False,54905,52120,54905,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,246,FIN,Finland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,450.0,False,8,kg,450,False,450.0,False,0,False,5625,5511,5625,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,251,FRA,France,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4800.0,False,8,kg,4800,False,4800.0,False,0,False,25563,24903,25563,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,254379.559,True,8,kg,254317,False,254379.559,True,0,False,764356,709346,764356,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66000.0,False,8,kg,66000,False,66000.0,False,0,False,87627,61454,87627,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,376,ISR,Israel,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7.218,True,8,kg,0,False,7.218,True,0,False,24,24,24,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,392,JPN,Japan,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,45606.988,True,8,kg,45219,False,45606.988,True,0,False,141454,100331,141454,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,410,KOR,Rep. of Korea,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200.0,False,8,kg,200,False,200.0,False,0,False,604,230,604,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,490,S19,"Other Asia, nes",0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,89860.0,False,8,kg,89860,False,89860.0,False,0,False,520555,425416,520555,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,528,NLD,Netherlands,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,250600.0,False,8,kg,250600,False,250600.0,False,0,False,1037926,1001214,1037926,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,616,POL,Poland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,8,kg,1,False,1.0,False,0,False,19,18,19,0,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,392012.107,True,8,kg,391656,False,392012.107,True,0,False,942403,824537,942403,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,465.978,True,8,kg,121,False,465.978,True,0,False,12522,10629,12522,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,757,CHE,Switzerland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,244.994,True,8,kg,51,False,244.994,True,0,False,5149,4171,5149,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66.04,True,8,kg,11,False,66.04,True,0,False,2856,2261,2856,6,False,True
C,A,20220101,2022,52,2022,76,BRA,Brazil,M,Import,842,USA,USA,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1433748.607,True,8,kg,1433471,False,1433748.607,True,0,False,4372848,4207799,4372848,6,False,True
