typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,0,W00,World,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1159926.4,False,8,kg,1159926.4,False,1159926.4,False,0.0,False,0.0,918891.785,918891.785,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,44590.0,False,8,kg,44590.0,False,44590.0,False,0.0,False,0.0,22946.707,22946.707,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,156,CHN,China,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,225928.95,False,8,kg,225928.95,False,225928.95,False,0.0,False,0.0,348572.648,348572.648,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,251,FRA,France,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24480.0,False,8,kg,24480.0,False,24480.0,False,0.0,False,0.0,25634.972,25634.972,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.05,False,8,kg,0.05,False,0.05,False,0.0,False,0.0,6.361,6.361,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,8,kg,1.0,False,1.0,False,0.0,False,0.0,1.692,1.692,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,573041.0,False,8,kg,573041.0,False,573041.0,False,0.0,False,0.0,254436.828,254436.828,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,31500.0,False,8,kg,31500.0,False,31500.0,False,0.0,False,0.0,17054.367,17054.367,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,604,PER,Peru,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51870.0,False,8,kg,51870.0,False,51870.0,False,0.0,False,0.0,40808.453,40808.453,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,699,IND,India,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,190002.1,False,8,kg,190002.1,False,190002.1,False,0.0,False,0.0,113505.888,113505.888,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,842,USA,USA,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18503.3,False,8,kg,18503.3,False,18503.3,False,0.0,False,0.0,95915.547,95915.547,0,False,True
C,A,20210101,2021,52,2021,710,ZAF,South Africa,M,Import,894,ZMB,Zambia,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.0,False,8,kg,10.0,False,10.0,False,0.0,False,0.0,8.323,8.323,0,False,True
