typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2714923.44,False,8,kg,2714923.44,False,2714923.44,False,0,False,7744254.429,,7744254.429,0,False,True
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,336445.0,False,8,kg,336445.0,False,336445.0,False,0,False,2191498.976,,2191498.976,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,251,FRA,France,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,166306.19,False,8,kg,166306.19,False,166306.19,False,0,False,189781.883,,189781.883,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,896973.3,False,8,kg,896973.3,False,896973.3,False,0,False,1076996.384,,1076996.384,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,372,IRL,Ireland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.08,False,8,kg,1.08,False,1.08,False,0,False,25.642,,25.642,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1874.3,False,8,kg,1874.3,False,1874.3,False,0,False,10600.038,,10600.038,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58000.03,False,8,kg,58000.03,False,58000.03,False,0,False,237733.665,,237733.665,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.17,False,8,kg,10.17,False,10.17,False,0,False,239.339,,239.339,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,442,LUX,Luxembourg,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8628.0,False,8,kg,8628.0,False,8628.0,False,0,False,100089.943,,100089.943,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4300.0,False,8,kg,4300.0,False,4300.0,False,0,False,8676.831,,8676.831,0,True,False
C,A,20210101,2021,52,2021,56,BEL,Belgium,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.43,False,8,kg,1.43,False,1.43,False,0,False,49.036,,49.036,0,True,False
