typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,533,ABW,Aruba,M,Import,0,W00,World,0,W00,World,H4,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3734.03,False,8,kg,3734.03,False,3734.03,False,0.0,False,34620.111,0.0,34620.111,0,False,True
C,A,20190101,2019,52,2019,533,ABW,Aruba,M,Import,842,USA,USA,0,W00,World,H4,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3031.13,False,8,kg,3031.13,False,3031.13,False,0.0,False,23996.089,0.0,23996.089,0,True,False
C,A,20190101,2019,52,2019,533,ABW,Aruba,M,Import,899,_X ,"Areas, nes",0,W00,World,H4,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27.9,False,8,kg,27.9,False,27.9,False,0.0,False,4478.771,0.0,4478.771,0,True,False
C,A,20190101,2019,52,2019,533,ABW,Aruba,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,675.0,False,8,kg,675.0,False,675.0,False,0.0,False,6145.251,0.0,6145.251,0,True,False
