typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,136864.65,False,8,kg,136864.65,False,136864.65,False,0,False,245891.491,0,245891.491,0,False,True
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2116.25,False,8,kg,2116.25,False,2116.25,False,0,False,3980.479,0,3980.479,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22.35,False,8,kg,22.35,False,22.35,False,0,False,8604.54,0,8604.54,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,246,FIN,Finland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,300.0,False,8,kg,300.0,False,300.0,False,0,False,3723.341,0,3723.341,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,251,FRA,France,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,71000.25,False,8,kg,71000.25,False,71000.25,False,0,False,99475.747,0,99475.747,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1553.53,False,8,kg,1553.53,False,1553.53,False,0,False,18091.688,0,18091.688,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,500.0,False,8,kg,500.0,False,500.0,False,0,False,1825.869,0,1825.869,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,616,POL,Poland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100.0,False,8,kg,100.0,False,100.0,False,0,False,1306.434,0,1306.434,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,111.52,False,8,kg,111.52,False,111.52,False,0,False,3636.259,0,3636.259,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20860.75,False,8,kg,20860.75,False,20860.75,False,0,False,44092.948,0,44092.948,0,True,False
C,A,20200101,2020,52,2020,504,MAR,Morocco,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40000.0,False,8,kg,40000.0,False,40000.0,False,0,False,57013.656,0,57013.656,0,True,False
