reporterCode,cmdCode,status,rows,file,message,checked_at
24,260200,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_24\24_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
24,811100,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_24\24_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
32,260200,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_32\32_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
32,282010,existing_file,5,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_32\32_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
32,282090,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_32\32_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
32,811100,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_32\32_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
51,282010,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_51\51_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
51,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_51\51_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
51,811100,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_51\51_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
975,260200,existing_file,15,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_975\975_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
975,282010,existing_file,15,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_975\975_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
975,282090,existing_file,15,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_975\975_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
975,811100,existing_file,15,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_975\975_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
36,260200,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_36\36_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
36,282010,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_36\36_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
36,282090,existing_file,8,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_36\36_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
36,811100,existing_file,5,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_36\36_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
40,260200,existing_file,5,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_40\40_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
40,282010,existing_file,12,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_40\40_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
40,282090,existing_file,8,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_40\40_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
40,811100,existing_file,14,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_40\40_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
31,282010,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_31\31_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
31,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_31\31_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
31,811100,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_31\31_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
44,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_44\44_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
44,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_44\44_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
48,282010,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_48\48_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
48,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_48\48_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
48,811100,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_48\48_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
52,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_52\52_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:34
4,260200,no_data,0,,,2026-07-15T20:55:36
4,282010,no_data,0,,,2026-07-15T20:55:36
4,282090,no_data,0,,,2026-07-15T20:55:36
4,811100,no_data,0,,,2026-07-15T20:55:36
8,260200,no_data,0,,,2026-07-15T20:55:36
8,282010,no_data,0,,,2026-07-15T20:55:36
8,282090,no_data,0,,,2026-07-15T20:55:36
8,811100,no_data,0,,,2026-07-15T20:55:36
12,260200,no_data,0,,,2026-07-15T20:55:36
12,282010,no_data,0,,,2026-07-15T20:55:36
12,282090,no_data,0,,,2026-07-15T20:55:36
12,811100,no_data,0,,,2026-07-15T20:55:36
20,260200,no_data,0,,,2026-07-15T20:55:36
20,282010,no_data,0,,,2026-07-15T20:55:36
20,282090,no_data,0,,,2026-07-15T20:55:36
20,811100,no_data,0,,,2026-07-15T20:55:36
24,282010,no_data,0,,,2026-07-15T20:55:36
24,282090,no_data,0,,,2026-07-15T20:55:36
660,260200,no_data,0,,,2026-07-15T20:55:36
660,282010,no_data,0,,,2026-07-15T20:55:36
660,282090,no_data,0,,,2026-07-15T20:55:36
660,811100,no_data,0,,,2026-07-15T20:55:36
28,260200,no_data,0,,,2026-07-15T20:55:36
28,282010,no_data,0,,,2026-07-15T20:55:36
28,282090,no_data,0,,,2026-07-15T20:55:36
28,811100,no_data,0,,,2026-07-15T20:55:36
886,260200,no_data,0,,,2026-07-15T20:55:36
886,282010,no_data,0,,,2026-07-15T20:55:36
886,282090,no_data,0,,,2026-07-15T20:55:36
886,811100,no_data,0,,,2026-07-15T20:55:36
51,260200,no_data,0,,,2026-07-15T20:55:36
533,260200,no_data,0,,,2026-07-15T20:55:36
533,282010,no_data,0,,,2026-07-15T20:55:36
533,282090,no_data,0,,,2026-07-15T20:55:36
533,811100,no_data,0,,,2026-07-15T20:55:36
31,260200,no_data,0,,,2026-07-15T20:55:36
44,260200,no_data,0,,,2026-07-15T20:55:36
44,811100,no_data,0,,,2026-07-15T20:55:36
48,260200,no_data,0,,,2026-07-15T20:55:36
50,260200,no_data,0,,,2026-07-15T20:55:36
50,282010,no_data,0,,,2026-07-15T20:55:36
50,282090,no_data,0,,,2026-07-15T20:55:36
50,811100,no_data,0,,,2026-07-15T20:55:36
52,260200,no_data,0,,,2026-07-15T20:55:36
52,282010,no_data,0,,,2026-07-15T20:55:36
52,811100,no_data,0,,,2026-07-15T20:55:36
112,260200,no_data,0,,,2026-07-15T20:55:36
112,282010,no_data,0,,,2026-07-15T20:55:36
112,282090,no_data,0,,,2026-07-15T20:55:36
112,811100,no_data,0,,,2026-07-15T20:55:36
56,260200,existing_file,11,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_56\56_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
56,282010,existing_file,17,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_56\56_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
56,282090,existing_file,11,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_56\56_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
56,811100,existing_file,11,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_56\56_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
84,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_84\84_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
84,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_84\84_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
64,260200,existing_file,5,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_64\64_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
64,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_64\64_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
64,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_64\64_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
68,260200,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_68\68_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
68,282010,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_68\68_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
68,282090,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_68\68_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
68,811100,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_68\68_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
70,260200,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_70\70_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
70,282010,existing_file,5,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_70\70_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
70,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_70\70_282090_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
70,811100,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_70\70_811100_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
72,260200,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_72\72_260200_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
72,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2023_Import_ByPartner\reporter_72\72_282010_M_2023_partners.csv,validated existing CSV,2026-07-15T20:55:36
