typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,982191.4,False,8,kg,982191.4,False,982191.4,False,0,False,3118029.71,,3118029.71,0,False,True
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,62.35,False,8,kg,62.35,False,62.35,False,0,False,981.032,,981.032,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,68684.4,False,8,kg,68684.4,False,68684.4,False,0,False,185857.904,,185857.904,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,64149.0,False,8,kg,64149.0,False,64149.0,False,0,False,213767.443,,213767.443,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.6,False,8,kg,1.6,False,1.6,False,0,False,3216.266,,3216.266,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,709446.0,False,8,kg,709446.0,False,709446.0,False,0,False,1640661.94,,1640661.94,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,640.0,False,8,kg,640.0,False,640.0,False,0,False,161233.111,,161233.111,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,458,MYS,Malaysia,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22746.3,False,8,kg,22746.3,False,22746.3,False,0,False,261406.291,,261406.291,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13400.0,False,8,kg,13400.0,False,13400.0,False,0,False,50321.428,,50321.428,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,608,PHL,Philippines,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,96.85,False,8,kg,96.85,False,96.85,False,0,False,119269.807,,119269.807,0,True,False
C,A,20210101,2021,52,2021,702,SGP,Singapore,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27.01,False,8,kg,27.01,False,27.01,False,0,False,4836.681,,4836.681,0,True,False
