typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWeight,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,0,W00,World,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,118377771.0,False,8,kg,118377771.0,False,118377771.0,False,0.0,False,29368713.0,,29368713.0,0,False,True
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,156,CHN,China,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000.0,False,8,kg,3000.0,False,3000.0,False,0.0,False,1511.0,,1511.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,251,FRA,France,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1200.0,False,8,kg,1200.0,False,1200.0,False,0.0,False,1208.0,,1208.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,266,GAB,Gabon,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22000000.0,False,8,kg,22000000.0,False,22000000.0,False,0.0,False,5548189.0,,5548189.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1419000.0,False,8,kg,1419000.0,False,1419000.0,False,0.0,False,651108.0,,651108.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,288,GHA,Ghana,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22000000.0,False,8,kg,22000000.0,False,22000000.0,False,0.0,False,3517836.0,,3517836.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,384,CIV,Côte d'Ivoire,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37499900.0,False,8,kg,37499900.0,False,37499900.0,False,0.0,False,9479862.0,,9479862.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,8,kg,1.0,False,1.0,False,0.0,False,33.0,,33.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,64650.0,False,8,kg,64650.0,False,64650.0,False,0.0,False,40859.0,,40859.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,699,IND,India,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,244000.0,False,8,kg,244000.0,False,244000.0,False,0.0,False,216207.0,,216207.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,702,SGP,Singapore,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1680000.0,False,8,kg,1680000.0,False,1680000.0,False,0.0,False,1321608.0,,1321608.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,710,ZAF,South Africa,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32236000.0,False,8,kg,32236000.0,False,32236000.0,False,0.0,False,8285947.0,,8285947.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,804,UKR,Ukraine,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1156040.0,False,8,kg,1156040.0,False,1156040.0,False,0.0,False,191830.0,,191830.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,842,USA,USA,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,73732.0,False,8,kg,73732.0,False,73732.0,False,0.0,False,108296.0,,108296.0,0,True,False
C,A,20190101,2019,52,2019,616,POL,Poland,M,Import,899,_X ,"Areas, nes",0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,248.0,False,8,kg,248.0,False,248.0,False,0.0,False,4219.0,,4219.0,0,True,False
