Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,6.8086995,t
2020,156,China,0.0003,t
2020,180,Dem. Rep. of the Congo,0.01695,t
2020,251,France,0.15,t
2020,276,Germany,0.0015,t
2020,410,Rep. of Korea,2.1,t
2020,826,United Kingdom,0.0006765,t
2020,894,Zambia,4.539273,t
2021,0,World,3.15,t
2021,410,Rep. of Korea,3.15,t
2022,894,Zambia,0.0078,t
2022,842,USA,0.0018299999999999849,t
2022,826,United Kingdom,0.003234,t
2022,710,South Africa,0.28035,t
2022,410,Rep. of Korea,2.25,t
2022,0,World,6.203214,t
2022,724,Spain,3.6599999999999997,t
2023,0,World,2.021025,t
2023,72,Botswana,0.36349499999999996,t
2023,180,Dem. Rep. of the Congo,0.75,t
2023,410,Rep. of Korea,0.8999999999999999,t
2023,516,Namibia,0.00015,t
2023,792,Türkiye,0.00375,t
2023,894,Zambia,0.0036299999999999995,t
2024,0,World,0.0,
2024,410,Rep. of Korea,0.0,
