typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1145363.56,False,8,kg,1145363.56,False,1145363.56,False,0,False,1820511.277,,1820511.277,0,False,True
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,76412.0,False,8,kg,76412.0,False,76412.0,False,0,False,143902.952,,143902.952,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,319320.0,False,8,kg,319320.0,False,319320.0,False,0,False,202941.533,,202941.533,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.66,False,8,kg,0.66,False,0.66,False,0,False,559.163,,559.163,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,380,ITA,Italy,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8857.0,False,8,kg,8857.0,False,8857.0,False,0,False,7281.975,,7281.975,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,528,NLD,Netherlands,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,80352.0,False,8,kg,80352.0,False,80352.0,False,0,False,217873.984,,217873.984,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30784.0,False,8,kg,30784.0,False,30784.0,False,0,False,157127.191,,157127.191,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13314.0,False,8,kg,13314.0,False,13314.0,False,0,False,912.565,,912.565,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11255.0,False,8,kg,11255.0,False,11255.0,False,0,False,506.545,,506.545,0,True,False
C,A,20220101,2022,52,2022,566,NGA,Nigeria,M,Import,842,USA,USA,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,605068.9,False,8,kg,605068.9,False,605068.9,False,0,False,1089405.369,,1089405.369,0,True,False
