typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27251,False,8,kg,27251,False,27251,False,0,False,155219.852,155219.852,155219.852,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,False,8,kg,1,False,1,False,0,False,155.863,155.863,155.863,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,203,CZE,Czechia,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2130,False,8,kg,2130,False,2130,False,0,False,18554.166,18554.166,18554.166,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,251,FRA,France,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2000,False,8,kg,2000,False,2000,False,0,False,7251.949,7251.949,7251.949,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40,False,8,kg,40,False,40,False,0,False,1751.292,1751.292,1751.292,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,380,ITA,Italy,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2250,False,8,kg,2250,False,2250,False,0,False,51156.548,51156.548,51156.548,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,392,JPN,Japan,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3,False,8,kg,3,False,3,False,0,False,128.803,128.803,128.803,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,528,NLD,Netherlands,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6,False,8,kg,6,False,6,False,0,False,2340.107,2340.107,2340.107,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,568,E19,"Other Europe, nes",0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,309,False,8,kg,309,False,309,False,0,False,3250.389,3250.389,3250.389,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,616,POL,Poland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100,False,8,kg,100,False,100,False,0,False,2272.999,2272.999,2272.999,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,False,8,kg,2,False,2,False,0,False,162.357,162.357,162.357,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13009,False,8,kg,13009,False,13009,False,0,False,28806.474,28806.474,28806.474,0,False,True
C,A,20240101,2024,52,2024,703,SVK,Slovakia,M,Import,842,USA,USA,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7401,False,8,kg,7401,False,7401,False,0,False,39388.907,39388.907,39388.907,0,False,True
