reporterCode,cmdCode,status,rows,file,message,checked_at
24,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_24\24_282010_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
24,282090,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_24\24_282090_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
32,260200,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_32\32_260200_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
32,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_32\32_282010_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
32,282090,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_32\32_282090_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
32,811100,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_32\32_811100_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
51,811100,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_51\51_811100_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
975,260200,existing_file,22,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_975\975_260200_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
975,282010,existing_file,18,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_975\975_282010_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
975,282090,existing_file,21,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_975\975_282090_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
975,811100,existing_file,16,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_975\975_811100_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
36,260200,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_36\36_260200_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
36,282010,existing_file,7,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_36\36_282010_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
36,282090,existing_file,9,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_36\36_282090_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
36,811100,existing_file,7,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2020_Import_ByPartner\reporter_36\36_811100_M_2020_partners.csv,validated existing CSV,2026-07-15T20:52:04
