Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,493.06100999999995,t
2020,792,Türkiye,0.91665,t
2020,724,Spain,0.0135,t
2020,643,Russian Federation,416.8896,t
2020,428,Latvia,0.612,t
2020,752,Sweden,6e-05,t
2020,380,Italy,0.51,t
2020,156,China,3.7371,t
2020,36,Australia,0.0021000000000000003,t
2020,398,Kazakhstan,70.38,t
2022,410,Rep. of Korea,0.006,t
2022,792,Türkiye,0.31068,t
2022,762,Tajikistan,14.399999999999999,t
2022,724,Spain,1.3739999999999999,t
2022,643,Russian Federation,458.23533,t
2022,417,Kyrgyzstan,3.0,t
2022,400,Jordan,0.006,t
2022,364,Iran,0.49199999999999994,t
2022,380,Italy,6.69015,t
2022,360,Indonesia,0.159,t
2022,276,Germany,0.0219,t
2022,156,China,4.974,t
2022,0,World,513.90066,t
2022,398,Kazakhstan,24.2316,t
2023,528,Netherlands,0.0195,t
2023,792,Türkiye,2.6399999999999997,t
2023,762,Tajikistan,76.98,t
2023,724,Spain,0.7859999999999999,t
2023,643,Russian Federation,546.2385,t
2023,417,Kyrgyzstan,4.83,t
2023,156,China,10.578899999999999,t
2023,398,Kazakhstan,8.2905,t
2023,380,Italy,9.87,t
2023,360,Indonesia,0.09,t
2023,0,World,660.336,t
2023,410,Rep. of Korea,0.012599999999999998,t
2024,764,Thailand,5.37,t
2024,762,Tajikistan,112.14,t
2024,724,Spain,0.036090000000000004,t
2024,699,India,3.2129999999999996,t
2024,643,Russian Federation,549.6072,t
2024,484,Mexico,0.036,t
2024,440,Lithuania,0.0006,t
2024,410,Rep. of Korea,0.043199999999999995,t
2024,398,Kazakhstan,34.032000000000004,t
2024,380,Italy,9.45,t
2024,156,China,70.2846,t
2024,100,Bulgaria,1.7999999999999998,t
2024,0,World,812.3702059499999,t
2024,792,Türkiye,2.2163999999999997,t
2024,417,Kyrgyzstan,24.134999999999998,t
2024,826,United Kingdom,0.006115949999999999,t
