id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
36.0,Australia,2860000.0,36.0,Australia,156.0,China,1573636.5,156.0,China,189850.0,156.0,China,156.0,China,119319.96476829403,156.0,China,12053.31498
76.0,Brazil,580000.0,36.0,Australia,392.0,Japan,54288.0,170.0,Colombia,3250.0,156.0,China,392.0,Japan,1408.3112,392.0,Japan,3455.75270754
156.0,China,767000.0,36.0,Australia,993.0,TTCR,1232075.4999999995,300.0,Greece,14085.0,156.0,China,410.0,Rep. of Korea,2852.61166988,410.0,Rep. of Korea,5759.5878459
384.0,Côte d'Ivoire,357000.0,76.0,Brazil,156.0,China,370906.773,356.0,India (...1974),542.0,156.0,China,998.0,NCPC,66269.112361826,,,
266.0,Gabon,4490000.0,76.0,Brazil,170.0,Colombia,4419.7083,392.0,Japan,17877.0,156.0,China,999.0,NBCP,112381.402177312,,,
288.0,Ghana,818000.0,76.0,Brazil,392.0,Japan,12.3,724.0,Spain,8126.0,170.0,Colombia,392.0,Japan,268.6,,,
356.0,India (...1974),744000.0,76.0,Brazil,724.0,Spain,45.0192,842.0,USA,31690.0,170.0,Colombia,998.0,NCPC,4240.87991676,,,
458.0,Malaysia,410000.0,76.0,Brazil,842.0,USA,46.5,,,,300.0,Greece,998.0,NCPC,14085.000000000002,,,
710.0,South Africa,7300000.0,76.0,Brazil,993.0,TTCR,204569.69950000002,,,,356.0,India (...1974),998.0,NCPC,542.0,,,
,,,156.0,China,156.0,China,714265.4481556999,,,,392.0,Japan,156.0,China,398.698995264,,,
,,,156.0,China,392.0,Japan,6.0,,,,392.0,Japan,410.0,Rep. of Korea,3983.9761466800005,,,
,,,156.0,China,842.0,USA,25.266,,,,392.0,Japan,998.0,NCPC,18962.377713552003,,,
,,,156.0,China,993.0,TTCR,52703.2858443,,,,392.0,Japan,999.0,NBCP,483.0290966499997,,,
,,,156.0,China,997.0,NTRM,9929847.422437,,,,410.0,Rep. of Korea,999.0,NBCP,1408.271870190003,,,
,,,170.0,Colombia,997.0,NTRM,1200.5195000000003,,,,724.0,Spain,156.0,China,0.00248678,,,
,,,266.0,Gabon,156.0,China,1458101.1,,,,724.0,Spain,410.0,Rep. of Korea,0.000361,,,
,,,266.0,Gabon,300.0,Greece,11704.2,,,,724.0,Spain,998.0,NCPC,8784.40088604,,,
,,,266.0,Gabon,392.0,Japan,28422.0,,,,842.0,USA,156.0,China,62.743249551999995,,,
,,,266.0,Gabon,724.0,Spain,3282.0,,,,842.0,USA,392.0,Japan,13.640601407999998,,,
,,,266.0,Gabon,842.0,USA,67239.59999999999,,,,842.0,USA,410.0,Rep. of Korea,59.750531226,,,
,,,266.0,Gabon,993.0,TTCR,2921251.099999999,,,,842.0,USA,998.0,NCPC,31553.86561781398,,,
,,,288.0,Ghana,156.0,China,946175.4,,,,992.0,TFCR,156.0,China,4653.307657422,,,
,,,288.0,Ghana,993.0,TTCR,13013.28,,,,992.0,TFCR,392.0,Japan,2248.230002782,,,
,,,356.0,India (...1974),356.0,India (...1974),744000.0,,,,992.0,TFCR,410.0,Rep. of Korea,271.52100730399997,,,
,,,356.0,India (...1974),997.0,NTRM,743458.0,,,,,,,,,,,
,,,384.0,Côte d'Ivoire,156.0,China,181319.163,,,,,,,,,,,
,,,384.0,Côte d'Ivoire,993.0,TTCR,175680.83700000003,,,,,,,,,,,
,,,392.0,Japan,997.0,NTRM,256482.29999999993,,,,,,,,,,,
,,,458.0,Malaysia,156.0,China,96022.2,,,,,,,,,,,
,,,458.0,Malaysia,993.0,TTCR,313977.80000000005,,,,,,,,,,,
,,,710.0,South Africa,156.0,China,4387482.3,,,,,,,,,,,
,,,710.0,South Africa,392.0,Japan,191498.7,,,,,,,,,,,
,,,710.0,South Africa,724.0,Spain,13961.524173,,,,,,,,,,,
,,,710.0,South Africa,842.0,USA,1681.356,,,,,,,,,,,
,,,710.0,South Africa,993.0,TTCR,2705376.1198270014,,,,,,,,,,,
,,,724.0,Spain,997.0,NTRM,10927.576942000003,,,,,,,,,,,
,,,842.0,USA,997.0,NTRM,41894.63299999999,,,,,,,,,,,
,,,991.0,TFCM,156.0,China,391788.53828130005,,,,,,,,,,,
,,,991.0,TFCM,170.0,Colombia,30.8112,,,,,,,,,,,
,,,991.0,TFCM,300.0,Greece,24.1428,,,,,,,,,,,
,,,991.0,TFCM,392.0,Japan,132.3,,,,,,,,,,,
,,,991.0,TFCM,724.0,Spain,1765.0335690000002,,,,,,,,,,,
,,,991.0,TFCM,842.0,USA,4591.910999999999,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,76102.1926257,,,,,,,,,,,
,,,994.0,UARP,170.0,Colombia,1259.4799167599997,,,,,,,,,,,
,,,994.0,UARP,392.0,Japan,5468.0528554960065,,,,,,,,,,,
,,,994.0,UARP,724.0,Spain,658.4037338200004,,,,,,,,,,,
,,,995.0,URMS,300.0,Greece,2356.6571999999996,,,,,,,,,,,
