id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
,,,384.0,Côte d'Ivoire,156.0,China,346967.931,,,,,,,,,,,
,,,384.0,Côte d'Ivoire,392.0,Japan,14.4,,,,,,,,,,,
,,,384.0,Côte d'Ivoire,993.0,TTCR,178017.66900000002,,,,,,,,,,,
,,,392.0,Japan,997.0,NTRM,220495.19999999998,,,,,,,,,,,
,,,398.0,Kazakhstan,156.0,China,44073.204,,,,,,,,,,,
,,,398.0,Kazakhstan,993.0,TTCR,113926.796,,,,,,,,,,,
,,,458.0,Malaysia,156.0,China,250807.86,,,,,,,,,,,
,,,458.0,Malaysia,993.0,TTCR,96192.14000000001,,,,,,,,,,,
,,,484.0,Mexico,156.0,China,8206.776,,,,,,,,,,,
,,,484.0,Mexico,724.0,Spain,15.0,,,,,,,,,,,
,,,484.0,Mexico,842.0,USA,21161.97,,,,,,,,,,,
,,,484.0,Mexico,993.0,TTCR,168616.25400000002,,,,,,,,,,,
,,,704.0,Viet Nam,993.0,TTCR,121000.0,,,,,,,,,,,
,,,710.0,South Africa,156.0,China,4130755.2,,,,,,,,,,,
,,,710.0,South Africa,170.0,Colombia,0.3,,,,,,,,,,,
,,,710.0,South Africa,392.0,Japan,155863.8,,,,,,,,,,,
,,,710.0,South Africa,724.0,Spain,36285.662913,,,,,,,,,,,
,,,710.0,South Africa,842.0,USA,23358.36,,,,,,,,,,,
,,,710.0,South Africa,993.0,TTCR,2153736.6770870006,,,,,,,,,,,
,,,724.0,Spain,997.0,NTRM,59858.766913,,,,,,,,,,,
,,,804.0,Ukraine,156.0,China,0.3449943,,,,,,,,,,,
,,,804.0,Ukraine,842.0,USA,9.4131,,,,,,,,,,,
,,,804.0,Ukraine,993.0,TTCR,577990.2419057,,,,,,,,,,,
,,,842.0,USA,997.0,NTRM,78360.9257,,,,,,,,,,,
,,,991.0,TFCM,156.0,China,119881.6734528,,,,,,,,,,,
,,,991.0,TFCM,170.0,Colombia,0.6242759999999998,,,,,,,,,,,
,,,991.0,TFCM,300.0,Greece,43.2225,,,,,,,,,,,
,,,991.0,TFCM,392.0,Japan,83.4,,,,,,,,,,,
,,,991.0,TFCM,724.0,Spain,8068.0118999999995,,,,,,,,,,,
,,,991.0,TFCM,842.0,USA,376.2627,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,300605.34535679995,,,,,,,,,,,
,,,994.0,UARP,170.0,Colombia,1441.3658416,,,,,,,,,,,
,,,994.0,UARP,392.0,Japan,11636.793103134005,,,,,,,,,,,
,,,994.0,UARP,724.0,Spain,2392.8459068659986,,,,,,,,,,,
,,,995.0,URMS,300.0,Greece,7441.7775,,,,,,,,,,,
