id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
36.0,Australia,3330000.0,36.0,Australia,156.0,China,1605596.1,156.0,China,189850.0,156.0,China,156.0,China,105481.80469896803,156.0,China,12053.31498
76.0,Brazil,494000.0,36.0,Australia,392.0,Japan,63693.0,170.0,Colombia,3250.0,156.0,China,392.0,Japan,938.23064,392.0,Japan,3455.75270754
156.0,China,1340000.0,36.0,Australia,993.0,TTCR,1660710.9000000001,300.0,Greece,14085.0,156.0,China,410.0,Rep. of Korea,3249.75491,410.0,Rep. of Korea,5759.5878459
384.0,Côte d'Ivoire,525000.0,76.0,Brazil,156.0,China,837903.6,356.0,India (...1974),542.0,156.0,China,998.0,NCPC,80180.209751032,,,
266.0,Gabon,3310000.0,76.0,Brazil,170.0,Colombia,5671.678800000001,392.0,Japan,17877.0,156.0,China,999.0,NBCP,96442.52822501805,,,
288.0,Ghana,637000.0,76.0,Brazil,392.0,Japan,48.6,724.0,Spain,8126.0,170.0,Colombia,392.0,Japan,467.68,,,
356.0,India (...1974),632000.0,76.0,Brazil,724.0,Spain,8756.7921,842.0,USA,31690.0,170.0,Colombia,998.0,NCPC,4223.6858416000005,,,
458.0,Malaysia,347000.0,76.0,Brazil,842.0,USA,165.8199,,,,300.0,Greece,998.0,NCPC,14085.000000000004,,,
710.0,South Africa,6500000.0,76.0,Brazil,993.0,TTCR,87029.4602649,,,,356.0,India (...1974),998.0,NCPC,542.0,,,
104.0,Myanmar,254000.0,104.0,Myanmar,156.0,China,168371.079,,,,392.0,Japan,156.0,China,400.68152756000006,,,
268.0,Georgia,186000.0,104.0,Myanmar,993.0,TTCR,85628.921,,,,392.0,Japan,410.0,Rep. of Korea,10087.109818,,,
398.0,Kazakhstan,158000.0,156.0,China,156.0,China,1325382.9823364003,,,,392.0,Japan,998.0,NCPC,19026.001757574,,,
484.0,Mexico,198000.0,156.0,China,392.0,Japan,26.4,,,,410.0,Rep. of Korea,999.0,NBCP,8067.043454890003,,,
804.0,Ukraine,578000.0,156.0,China,993.0,TTCR,14590.6176636,,,,724.0,Spain,156.0,China,0.0012766,,,
704.0,Viet Nam,121000.0,156.0,China,997.0,NTRM,10602166.071383502,,,,724.0,Spain,410.0,Rep. of Korea,0.002837,,,
,,,170.0,Colombia,997.0,NTRM,2422.6030760000012,,,,724.0,Spain,998.0,NCPC,10518.841793266,,,
,,,266.0,Gabon,156.0,China,1391185.2,,,,842.0,USA,156.0,China,82.89019443800001,,,
,,,266.0,Gabon,300.0,Greece,6600.0,,,,842.0,USA,392.0,Japan,0.7555799999999999,,,
,,,266.0,Gabon,392.0,Japan,18642.6,,,,842.0,USA,410.0,Rep. of Korea,160.881944608,,,
,,,266.0,Gabon,724.0,Spain,14859.3,,,,842.0,USA,998.0,NCPC,31445.472280954014,,,
,,,266.0,Gabon,842.0,USA,64979.1,,,,992.0,TFCR,156.0,China,2530.465507452,,,
,,,266.0,Gabon,993.0,TTCR,1813733.8,,,,992.0,TFCR,392.0,Japan,1890.9272079999998,,,
,,,268.0,Georgia,156.0,China,0.0006,,,,992.0,TFCR,410.0,Rep. of Korea,328.881791182,,,
,,,268.0,Georgia,993.0,TTCR,185999.9994,,,,996.0,MRMT,392.0,Japan,158.15927953999926,,,
,,,288.0,Ghana,156.0,China,562884.12,,,,,,,,,,,
,,,288.0,Ghana,993.0,TTCR,157708.65,,,,,,,,,,,
,,,356.0,India (...1974),356.0,India (...1974),632000.0,,,,,,,,,,,
,,,356.0,India (...1974),997.0,NTRM,631458.0,,,,,,,,,,,
