id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
842.0,USA,600.0,36.0,Australia,36.0,Australia,5629.5242,36.0,Australia,3200.0,36.0,Australia,156.0,China,1098.5262,156.0,China,14413.45772
36.0,Australia,5630.0,36.0,Australia,246.0,Finland,0.0003,56.0,Belgium,6600.0,36.0,Australia,392.0,Japan,149.4,392.0,Japan,4132.418809559999
124.0,Canada,3690.0,36.0,Australia,993.0,TTCR,0.47550000000000003,124.0,Canada,6500.0,36.0,Australia,410.0,Rep. of Korea,82.719489,410.0,Rep. of Korea,6887.364682599999
180.0,Dem. Rep. of the Congo,98000.0,36.0,Australia,997.0,NTRM,2429.5242,180.0,Dem. Rep. of the Congo,400.0,36.0,Australia,998.0,NCPC,1869.3543110000007,,,
192.0,Cuba,3800.0,124.0,Canada,124.0,Canada,3689.99985,246.0,Finland,12800.0,56.0,Belgium,156.0,China,59.076394,,,
360.0,Indonesia,1100.0,124.0,Canada,993.0,TTCR,0.00015,356.0,India (...1974),100.0,56.0,Belgium,392.0,Japan,118.036675,,,
450.0,Madagascar,850.0,156.0,China,156.0,China,2136.55545685,392.0,Japan,4000.0,56.0,Belgium,410.0,Rep. of Korea,237.5326889,,,
598.0,Papua New Guinea,2940.0,156.0,China,710.0,South Africa,0.0003,450.0,Madagascar,2800.0,56.0,Belgium,998.0,NCPC,6185.354242100001,,,
608.0,Philippines,4500.0,156.0,China,993.0,TTCR,63.44424315,504.0,Morocco,1600.0,124.0,Canada,156.0,China,980.2236,,,
643.0,Russian Federation,9000.0,180.0,Dem. Rep. of the Congo,156.0,China,8054.646749999999,579.0,Norway,3500.0,124.0,Canada,392.0,Japan,442.47,,,
156.0,China,2200.0,180.0,Dem. Rep. of the Congo,180.0,Dem. Rep. of the Congo,88913.23144999999,710.0,South Africa,1000.0,124.0,Canada,410.0,Rep. of Korea,56.406641749,,,
504.0,Morocco,2300.0,180.0,Dem. Rep. of the Congo,504.0,Morocco,1032.10485,894.0,Zambia,2000.0,124.0,Canada,998.0,NCPC,5020.899758251,,,
,,,180.0,Dem. Rep. of the Congo,710.0,South Africa,0.01695,156.0,China,78360.0,156.0,China,156.0,China,66284.15438926792,,,
,,,180.0,Dem. Rep. of the Congo,997.0,NTRM,88513.23144999999,,,,156.0,China,392.0,Japan,642.87395,,,
,,,192.0,Cuba,993.0,TTCR,3800.0,,,,156.0,China,410.0,Rep. of Korea,1887.4033302000003,,,
,,,360.0,Indonesia,993.0,TTCR,1100.0,,,,156.0,China,998.0,NCPC,9545.568330532,,,
,,,450.0,Madagascar,450.0,Madagascar,850.0,,,,156.0,China,999.0,NBCP,237830.08485227983,,,
,,,504.0,Morocco,504.0,Morocco,2299.8235999999997,,,,180.0,Dem. Rep. of the Congo,156.0,China,177227.5656,,,
,,,504.0,Morocco,993.0,TTCR,0.1763999999999998,,,,180.0,Dem. Rep. of the Congo,410.0,Rep. of Korea,1522.9376337,,,
,,,504.0,Morocco,997.0,NTRM,1773.3233499999992,,,,180.0,Dem. Rep. of the Congo,998.0,NCPC,8576.409978808999,,,
,,,598.0,Papua New Guinea,993.0,TTCR,2940.0,,,,246.0,Finland,156.0,China,505.377844153,,,
,,,608.0,Philippines,993.0,TTCR,4500.0,,,,246.0,Finland,392.0,Japan,3102.28701,,,
,,,643.0,Russian Federation,993.0,TTCR,9000.0,,,,246.0,Finland,410.0,Rep. of Korea,88.66098315,,,
,,,842.0,USA,993.0,TTCR,600.0,,,,246.0,Finland,998.0,NCPC,9103.674162696992,,,
,,,991.0,TFCM,56.0,Belgium,10.65705,,,,356.0,India (...1974),998.0,NCPC,100.0,,,
,,,991.0,TFCM,156.0,China,0.0297,,,,392.0,Japan,156.0,China,604.970813581,,,
,,,991.0,TFCM,246.0,Finland,162.321,,,,392.0,Japan,410.0,Rep. of Korea,577.8276298549999,,,
,,,991.0,TFCM,504.0,Morocco,41.3949,,,,392.0,Japan,998.0,NCPC,3083.132354173,,,
,,,991.0,TFCM,710.0,South Africa,6.7914495,,,,392.0,Japan,999.0,NBCP,1815.80743944,,,
