id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
842.0,USA,300.0,36.0,Australia,36.0,Australia,3599.46309,36.0,Australia,3200.0,36.0,Australia,156.0,China,23.400184239999998,156.0,China,14413.45772
36.0,Australia,3600.0,36.0,Australia,993.0,TTCR,0.5369099999999999,56.0,Belgium,6600.0,36.0,Australia,392.0,Japan,159.0,392.0,Japan,4132.418809559999
124.0,Canada,4500.0,36.0,Australia,997.0,NTRM,399.5536900000002,124.0,Canada,6500.0,36.0,Australia,410.0,Rep. of Korea,58.0131,410.0,Rep. of Korea,6887.364682599999
180.0,Dem. Rep. of the Congo,220000.0,124.0,Canada,124.0,Canada,4460.85105,180.0,Dem. Rep. of the Congo,400.0,36.0,Australia,998.0,NCPC,2959.586715759999,,,
192.0,Cuba,3500.0,124.0,Canada,993.0,TTCR,39.14895,246.0,Finland,12800.0,56.0,Belgium,156.0,China,42.446501,,,
360.0,Indonesia,28000.0,180.0,Dem. Rep. of the Congo,156.0,China,59.754,356.0,India (...1974),100.0,56.0,Belgium,392.0,Japan,94.694275,,,
450.0,Madagascar,2600.0,180.0,Dem. Rep. of the Congo,180.0,Dem. Rep. of the Congo,219940.246,392.0,Japan,4000.0,56.0,Belgium,410.0,Rep. of Korea,161.5718305,,,
540.0,New Caledonia,1500.0,180.0,Dem. Rep. of the Congo,997.0,NTRM,219540.246,450.0,Madagascar,2800.0,56.0,Belgium,998.0,NCPC,6301.287393500002,,,
598.0,Papua New Guinea,2800.0,192.0,Cuba,993.0,TTCR,3500.0,504.0,Morocco,1600.0,124.0,Canada,156.0,China,765.0823999999999,,,
608.0,Philippines,3800.0,360.0,Indonesia,993.0,TTCR,28000.0,579.0,Norway,3500.0,124.0,Canada,392.0,Japan,387.534,,,
643.0,Russian Federation,8700.0,450.0,Madagascar,450.0,Madagascar,2600.0,710.0,South Africa,1000.0,124.0,Canada,410.0,Rep. of Korea,115.129401,,,
792.0,Türkiye,2700.0,540.0,New Caledonia,993.0,TTCR,1500.0,894.0,Zambia,2000.0,124.0,Canada,998.0,NCPC,5232.254198999999,,,
,,,598.0,Papua New Guinea,993.0,TTCR,2800.0,156.0,China,78360.0,156.0,China,156.0,China,63706.450212245,,,
,,,608.0,Philippines,993.0,TTCR,3800.0,,,,156.0,China,392.0,Japan,841.15725,,,
,,,643.0,Russian Federation,993.0,TTCR,8700.0,,,,156.0,China,410.0,Rep. of Korea,1740.773257,,,
,,,792.0,Türkiye,993.0,TTCR,2700.0000000000005,,,,156.0,China,998.0,NCPC,12071.619280755,,,
,,,842.0,USA,56.0,Belgium,6.149999999999999e-05,,,,156.0,China,999.0,NBCP,433961.755295757,,,
,,,842.0,USA,156.0,China,0.00015,,,,180.0,Dem. Rep. of the Congo,156.0,China,376914.6108,,,
,,,842.0,USA,993.0,TTCR,299.99978849999985,,,,180.0,Dem. Rep. of the Congo,410.0,Rep. of Korea,3560.5763827250003,,,
,,,991.0,TFCM,36.0,Australia,0.0906,,,,180.0,Dem. Rep. of the Congo,998.0,NCPC,8871.254655,,,
,,,991.0,TFCM,56.0,Belgium,1.65234,,,,246.0,Finland,156.0,China,65.842525279,,,
,,,991.0,TFCM,156.0,China,72.64675544999999,,,,246.0,Finland,392.0,Japan,1283.924915,,,
,,,991.0,TFCM,246.0,Finland,26.69745,,,,246.0,Finland,410.0,Rep. of Korea,181.39044970000003,,,
,,,991.0,TFCM,894.0,Zambia,0.0031574999999999,,,,246.0,Finland,998.0,NCPC,11268.842110020994,,,
,,,991.0,TFCM,993.0,TTCR,14.271978749999999,,,,356.0,India (...1974),998.0,NCPC,100.0,,,
,,,994.0,UARP,180.0,Dem. Rep. of the Congo,388946.4418377251,,,,392.0,Japan,156.0,China,459.719629655,,,
,,,994.0,UARP,710.0,South Africa,1397.6155917760002,,,,392.0,Japan,392.0,Japan,233.8504628269992,,,
,,,995.0,URMS,56.0,Belgium,6598.3475985,,,,392.0,Japan,410.0,Rep. of Korea,392.992056,,,
,,,995.0,URMS,124.0,Canada,2039.1489499999998,,,,392.0,Japan,998.0,NCPC,2913.4378515179997,,,
,,,995.0,URMS,156.0,China,78227.59909455,,,,392.0,Japan,999.0,NBCP,263.79960372000096,,,
,,,995.0,URMS,246.0,Finland,12773.30255,,,,410.0,Rep. of Korea,999.0,NBCP,91.44280390400036,,,
,,,995.0,URMS,356.0,India (...1974),100.0,,,,450.0,Madagascar,156.0,China,151.6194,,,
,,,995.0,URMS,392.0,Japan,4000.0,,,,450.0,Madagascar,392.0,Japan,282.6,,,
,,,995.0,URMS,450.0,Madagascar,200.0,,,,450.0,Madagascar,998.0,NCPC,2365.7806,,,
