id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
842.0,USA,650.0,36.0,Australia,36.0,Australia,5292.0,36.0,Australia,3200.0,36.0,Australia,156.0,China,965.542193,156.0,China,14413.45772
36.0,Australia,5295.0,36.0,Australia,993.0,TTCR,3.0,56.0,Belgium,6600.0,36.0,Australia,392.0,Japan,231.6,392.0,Japan,4132.418809559999
124.0,Canada,4361.0,36.0,Australia,997.0,NTRM,2092.0000149999996,124.0,Canada,6500.0,36.0,Australia,410.0,Rep. of Korea,71.51454,410.0,Rep. of Korea,6887.364682599999
180.0,Dem. Rep. of the Congo,119000.0,124.0,Canada,124.0,Canada,4360.99985,180.0,Dem. Rep. of the Congo,400.0,36.0,Australia,998.0,NCPC,1931.3432669999988,,,
192.0,Cuba,4000.0,124.0,Canada,993.0,TTCR,0.00015,246.0,Finland,12800.0,56.0,Belgium,156.0,China,86.924475,,,
360.0,Indonesia,2700.0,156.0,China,156.0,China,2199.2420339500004,356.0,India (...1974),100.0,56.0,Belgium,392.0,Japan,172.249775,,,
450.0,Madagascar,2800.0,156.0,China,993.0,TTCR,0.7579660499999998,392.0,Japan,4000.0,56.0,Belgium,410.0,Rep. of Korea,479.59921249999996,,,
598.0,Papua New Guinea,2953.0,180.0,Dem. Rep. of the Congo,156.0,China,2852.74425,450.0,Madagascar,2800.0,56.0,Belgium,998.0,NCPC,5861.226537500002,,,
608.0,Philippines,3600.0,180.0,Dem. Rep. of the Congo,180.0,Dem. Rep. of the Congo,116147.2519823,504.0,Morocco,1600.0,124.0,Canada,156.0,China,981.72123,,,
643.0,Russian Federation,8000.0,180.0,Dem. Rep. of the Congo,392.0,Japan,0.0037676999999999,579.0,Norway,3500.0,124.0,Canada,392.0,Japan,546.8399999999999,,,
792.0,Türkiye,2400.0,180.0,Dem. Rep. of the Congo,997.0,NTRM,115747.2519823,710.0,South Africa,1000.0,124.0,Canada,410.0,Rep. of Korea,77.861959825,,,
156.0,China,2200.0,192.0,Cuba,993.0,TTCR,4000.0,894.0,Zambia,2000.0,124.0,Canada,998.0,NCPC,4893.576810175,,,
504.0,Morocco,2300.0,360.0,Indonesia,993.0,TTCR,2700.0,156.0,China,78360.0,156.0,China,156.0,China,70550.51641669704,,,
,,,450.0,Madagascar,450.0,Madagascar,2800.0,,,,156.0,China,392.0,Japan,603.7425149999999,,,
,,,450.0,Madagascar,997.0,NTRM,0.0,,,,156.0,China,410.0,Rep. of Korea,2044.143207,,,
,,,504.0,Morocco,504.0,Morocco,2299.89665,,,,156.0,China,998.0,NCPC,5161.597861303,,,
,,,504.0,Morocco,993.0,TTCR,0.1033499999999999,,,,156.0,China,999.0,NBCP,246184.92729529706,,,
,,,504.0,Morocco,997.0,NTRM,699.8966500000001,,,,180.0,Dem. Rep. of the Congo,156.0,China,182815.245,,,
,,,598.0,Papua New Guinea,993.0,TTCR,2953.0,,,,180.0,Dem. Rep. of the Congo,410.0,Rep. of Korea,1561.69055152,,,
,,,608.0,Philippines,993.0,TTCR,3600.0,,,,180.0,Dem. Rep. of the Congo,998.0,NCPC,2855.3783749,,,
,,,643.0,Russian Federation,993.0,TTCR,8000.0,,,,246.0,Finland,156.0,China,128.551430022,,,
,,,792.0,Türkiye,993.0,TTCR,2400.0,,,,246.0,Finland,392.0,Japan,3155.15647,,,
,,,842.0,USA,993.0,TTCR,650.0000000000001,,,,246.0,Finland,410.0,Rep. of Korea,319.6665309,,,
