typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWeight,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,0,W00,World,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,4844157.291,True,-1,N/A,0.0,False,4844157.291,True,,False,9907795.0,,9907795.0,0,False,True
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,48010.267,True,-1,N/A,0.0,False,48010.267,True,,False,21152.0,,21152.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,156,CHN,China,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1141006.0,False,8,kg,1141006.0,False,1141006.0,False,,False,1910199.0,,1910199.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,170,COL,Colombia,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1250000.0,False,8,kg,1250000.0,False,1250000.0,False,,False,2776222.0,,2776222.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,221837.245,True,-1,N/A,0.0,False,221837.245,True,,False,266887.0,,266887.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,300,GRC,Greece,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1248000.0,False,8,kg,1248000.0,False,1248000.0,False,,False,3052030.0,,3052030.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2031.0,False,8,kg,2031.0,False,2031.0,False,,False,9834.0,,9834.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,152580.0,False,8,kg,152580.0,False,152580.0,False,,False,208327.0,,208327.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,699,IND,India,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,9.778,True,-1,N/A,0.0,False,9.778,True,,False,20.0,,20.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,699600.0,False,8,kg,699600.0,False,699600.0,False,,False,1361950.0,,1361950.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1.0,False,8,kg,1.0,False,1.0,False,,False,20.0,,20.0,0,True,False
C,A,20180101,2018,52,2018,616,POL,Poland,M,Import,842,USA,USA,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,81082.0,False,8,kg,81082.0,False,81082.0,False,,False,301154.0,,301154.0,0,True,False
