typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWeight,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,699,IND,India,M,Import,0,W00,World,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2861114241.545,True,-1,N/A,0.0,False,2861114241.545,True,0.0,False,632799704.187,0.0,632799704.187,6,False,True
C,A,20190101,2019,52,2019,699,IND,India,M,Import,8,ALB,Albania,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,735000.0,False,-1,N/A,0.0,False,735000.0,False,0.0,False,68192.553,0.0,68192.553,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,36,AUS,Australia,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,392200000.0,False,-1,N/A,0.0,False,392200000.0,False,0.0,False,93504939.83,0.0,93504939.83,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,233285340.0,False,-1,N/A,0.0,False,233285340.0,False,0.0,False,58226321.48,0.0,58226321.48,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,104,MMR,Myanmar,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2890000.0,False,-1,N/A,0.0,False,2890000.0,False,0.0,False,460387.765,0.0,460387.765,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,156,CHN,China,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1500000.0,False,-1,N/A,0.0,False,1500000.0,False,0.0,False,695414.158,0.0,695414.158,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,251,FRA,France,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34030000.0,False,-1,N/A,0.0,False,34030000.0,False,0.0,False,10166689.432,0.0,10166689.432,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,266,GAB,Gabon,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,225280050.0,False,-1,N/A,0.0,False,225280050.0,False,0.0,False,49053606.265,0.0,49053606.265,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200.0,False,-1,N/A,0.0,False,200.0,False,0.0,False,82.777,0.0,82.777,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,62404000.0,False,-1,N/A,0.0,False,62404000.0,False,0.0,False,12573250.109,0.0,12573250.109,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,360,IDN,Indonesia,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,55000.0,False,-1,N/A,0.0,False,55000.0,False,0.0,False,21910.144,0.0,21910.144,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,384,CIV,Côte d'Ivoire,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,148632287.0,False,-1,N/A,0.0,False,148632287.0,False,0.0,False,27541997.699,0.0,27541997.699,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,404,KEN,Kenya,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2988100.0,False,-1,N/A,0.0,False,2988100.0,False,0.0,False,374863.534,0.0,374863.534,0,True,False
C,A,20190101,2019,52,2019,699,IND,India,M,Import,508,MOZ,Mozambique,0,W00,World,H5,HS,True,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,143990.0,False,-1,N/A,0.0,False,143990.0,False,0.0,False,16849.819,0.0,16849.819,0,True,False
