Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,259.11326,t
2020,458,Malaysia,2e-05,t
2020,504,Morocco,4.6813,t
2020,528,Netherlands,7.0,t
2020,604,Peru,16.2,t
2020,643,Russian Federation,10.792,t
2020,682,Saudi Arabia,28.64,t
2020,686,Senegal,2.0,t
2020,688,Serbia,7.244,t
2020,724,Spain,19.732,t
2020,760,Syria,0.19175999999999999,t
2020,442,Luxembourg,0.00052,t
2020,764,Thailand,0.18,t
2020,795,Turkmenistan,1.43536,t
2020,804,Ukraine,18.927,t
2020,807,North Macedonia,1.32,t
2020,818,Egypt,22.1444,t
2020,826,United Kingdom,6.5,t
2020,834,United Rep. of Tanzania,0.001,t
2020,842,USA,0.084,t
2020,854,Burkina Faso,1.5,t
2020,860,Uzbekistan,1.09528,t
2020,887,Yemen,0.048,t
2020,784,United Arab Emirates,1.92004,t
2020,422,Lebanon,0.02,t
2020,788,Tunisia,0.12,t
2020,398,Kazakhstan,0.039,t
2020,400,Jordan,0.5015999999999999,t
2020,8,Albania,1.7313999999999998,t
2020,12,Algeria,0.5,t
2020,24,Angola,0.02,t
2020,31,Azerbaijan,2.0407,t
2020,40,Austria,0.42,t
2020,100,Bulgaria,0.55,t
2020,124,Canada,1.31,t
2020,144,Sri Lanka,2e-05,t
2020,191,Croatia,0.009000000000000001,t
2020,196,Cyprus,0.17074000000000003,t
2020,76,Brazil,0.14400000000000002,t
2020,251,France,15.0003,t
2020,384,Côte d'Ivoire,0.35700000000000004,t
2020,218,Ecuador,0.00462,t
2020,380,Italy,1.0,t
2020,376,Israel,4.60654,t
2020,372,Ireland,3.0100000000000002,t
2020,364,Iran,3.08154,t
2020,368,Iraq,5.66376,t
2020,360,Indonesia,1.44,t
2020,300,Greece,44.2246,t
2020,276,Germany,6.921,t
2020,268,Georgia,14.590760000000001,t
2021,642,Romania,0.2,t
2021,686,Senegal,0.029380000000000003,t
2021,694,Sierra Leone,0.1,t
2021,643,Russian Federation,18.468,t
2021,688,Serbia,8.187999999999999,t
2021,634,Qatar,0.04,t
2021,566,Nigeria,0.0015,t
2021,616,Poland,11.5,t
2021,604,Peru,22.14,t
2021,586,Pakistan,0.00292,t
2021,710,South Africa,0.50002,t
2021,528,Netherlands,12.50166,t
2021,620,Portugal,1.5,t
2021,724,Spain,40.897,t
2021,842,USA,0.07222,t
2021,760,Syria,0.55972,t
2021,762,Tajikistan,0.02,t
2021,764,Thailand,0.252,t
2021,784,United Arab Emirates,1.4605000000000001,t
2021,788,Tunisia,0.8200000000000001,t
2021,795,Turkmenistan,1.62832,t
2021,804,Ukraine,27.84,t
2021,807,North Macedonia,1.745,t
2021,818,Egypt,19.983800000000002,t
2021,826,United Kingdom,10.9,t
2021,858,Uruguay,0.5,t
2021,860,Uzbekistan,0.9256000000000001,t
2021,504,Morocco,10.055,t
2021,729,Sudan,0.0842,t
2021,498,Rep. of Moldova,0.2,t
2021,348,Hungary,0.48,t
2021,434,Libya,0.212,t
2021,0,World,367.83506,t
2021,440,Lithuania,52.0,t
2021,12,Algeria,0.54482,t
2021,31,Azerbaijan,1.1008799999999999,t
2021,32,Argentina,1.0,t
2021,40,Austria,3.38,t
2021,56,Belgium,2.04,t
2021,100,Bulgaria,0.47346,t
2021,124,Canada,2.1,t
2021,188,Costa Rica,2.04,t
2021,196,Cyprus,0.005200000000000001,t
2021,218,Ecuador,2.16,t
2021,231,Ethiopia,0.00048,t
2021,251,France,13.96,t
2021,8,Albania,1.48298,t
2021,276,Germany,7.152000000000001,t
2021,268,Georgia,2.25752,t
2021,414,Kuwait,0.01468,t
2021,398,Kazakhstan,0.09949999999999999,t
2021,384,Côte d'Ivoire,0.35700000000000004,t
2021,380,Italy,2.0,t
2021,376,Israel,8.91202,t
2021,400,Jordan,0.4,t
2021,368,Iraq,2.5412,t
2021,364,Iran,11.04148,t
2021,360,Indonesia,1.56,t
2021,320,Guatemala,0.54,t
2021,300,Greece,50.865,t
2021,372,Ireland,4.0,t
2022,688,Serbia,8.032,t
2022,686,Senegal,0.08,t
2022,682,Saudi Arabia,0.494,t
2022,643,Russian Federation,23.31796,t
2022,616,Poland,7.252000000000001,t
2022,620,Portugal,1.5,t
2022,566,Nigeria,1.0,t
2022,528,Netherlands,3.0245800000000003,t
2022,699,India,0.06251999999999999,t
2022,504,Morocco,8.6819,t
2022,642,Romania,0.78,t
2022,704,Viet Nam,0.05,t
2022,795,Turkmenistan,1.60542,t
2022,724,Spain,27.721999999999998,t
2022,729,Sudan,0.1002,t
2022,760,Syria,0.8804000000000001,t
2022,784,United Arab Emirates,2.252,t
2022,788,Tunisia,1.0320399999999998,t
2022,804,Ukraine,7.6770000000000005,t
2022,807,North Macedonia,1.3800000000000001,t
2022,818,Egypt,13.2752,t
2022,826,United Kingdom,5.3500000000000005,t
2022,842,USA,0.21634,t
2022,860,Uzbekistan,1.46274,t
2022,496,Mongolia,0.01,t
2022,710,South Africa,0.28800000000000003,t
2022,484,Mexico,0.0041199999999999995,t
2022,604,Peru,4.86,t
2022,434,Libya,0.51976,t
2022,440,Lithuania,1.0,t
2022,8,Albania,0.37076000000000003,t
2022,12,Algeria,0.021,t
2022,31,Azerbaijan,4.10794,t
2022,40,Austria,10.948,t
2022,76,Brazil,2.4,t
2022,100,Bulgaria,5.067,t
2022,124,Canada,0.44,t
2022,188,Costa Rica,1.5,t
2022,196,Cyprus,0.23222,t
2022,251,France,16.17344,t
2022,268,Georgia,0.42092,t
2022,276,Germany,3.858,t
2022,0,World,238.4009,t
2022,360,Indonesia,0.36,t
2022,364,Iran,23.468560000000004,t
2022,368,Iraq,0.46415999999999996,t
2022,372,Ireland,3.0,t
2022,376,Israel,3.2264,t
2022,380,Italy,1.8,t
2022,384,Côte d'Ivoire,0.294,t
2022,398,Kazakhstan,0.19428,t
2022,400,Jordan,0.21100000000000002,t
2022,414,Kuwait,0.03314,t
2022,300,Greece,35.8994,t
2022,417,Kyrgyzstan,0.0005,t
2023,686,Senegal,0.0054600000000000004,t
2023,682,Saudi Arabia,33.22,t
2023,643,Russian Federation,10.476479999999999,t
2023,642,Romania,0.3,t
2023,512,Oman,1.00072,t
2023,616,Poland,5.356000000000001,t
2023,566,Nigeria,1.08,t
2023,528,Netherlands,5.98,t
2023,688,Serbia,44.7262,t
2023,504,Morocco,8.65434,t
2023,620,Portugal,0.5,t
2023,699,India,0.4,t
2023,784,United Arab Emirates,0.062000000000000006,t
2023,704,Viet Nam,0.026000000000000002,t
2023,710,South Africa,0.0005,t
2023,724,Spain,48.22560000000001,t
2023,760,Syria,1.899,t
2023,795,Turkmenistan,1.9935,t
2023,804,Ukraine,32.054,t
2023,807,North Macedonia,1.34,t
2023,818,Egypt,19.7692,t
2023,826,United Kingdom,6.19,t
2023,842,USA,0.0005600000000000001,t
2023,498,Rep. of Moldova,0.44072000000000006,t
2023,860,Uzbekistan,1.67036,t
2023,703,Slovakia,0.0005,t
2023,434,Libya,0.006540000000000001,t
2023,788,Tunisia,0.31,t
2023,417,Kyrgyzstan,0.01,t
