id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
32.0,Argentina,18000.0,32.0,Argentina,32.0,Argentina,17610.72130293,32.0,Argentina,6562.0,32.0,Argentina,124.0,Canada,0.42195602,124.0,Canada,220.0
36.0,Australia,88000.0,32.0,Argentina,152.0,Chile,358.48605,156.0,China,42480.0,32.0,Argentina,156.0,China,8737.61620798,156.0,China,17706.97273
76.0,Brazil,10000.0,32.0,Argentina,156.0,China,6.40323,152.0,Chile,20930.0,32.0,Argentina,392.0,Japan,832.6022660000001,392.0,Japan,4067.48429829
124.0,Canada,4300.0,32.0,Argentina,842.0,USA,0.0723,842.0,USA,2345.0,32.0,Argentina,410.0,Rep. of Korea,1106.19023593435,410.0,Rep. of Korea,6779.140497150001
152.0,Chile,49000.0,32.0,Argentina,993.0,TTCR,24.31711707,,,,32.0,Argentina,842.0,USA,1273.5154962200002,842.0,USA,176.0
156.0,China,41000.0,32.0,Argentina,997.0,NTRM,11159.774686459998,,,,32.0,Argentina,998.0,NCPC,412.60365301872,,,
516.0,Namibia,2700.0,36.0,Australia,152.0,Chile,0.0278442,,,,152.0,Chile,124.0,Canada,66.36078905267999,,,
620.0,Portugal,380.0,36.0,Australia,156.0,China,110200.17129,,,,152.0,Chile,156.0,China,34499.389200114805,,,
716.0,Zimbabwe,22000.0,36.0,Australia,842.0,USA,97.68453,,,,152.0,Chile,392.0,Japan,1275.90221646,,,
842.0,USA,921.0,36.0,Australia,993.0,TTCR,6442.65268146,,,,152.0,Chile,410.0,Rep. of Korea,6062.577250345,,,
,,,76.0,Brazil,32.0,Argentina,32.4966,,,,152.0,Chile,842.0,USA,1696.5924926200003,,,
,,,76.0,Brazil,152.0,Chile,15.270179999999998,,,,152.0,Chile,998.0,NCPC,5395.74018154479,,,
,,,76.0,Brazil,156.0,China,9671.9349,,,,156.0,China,124.0,Canada,11.924601110000001,,,
,,,76.0,Brazil,842.0,USA,2.20632,,,,156.0,China,156.0,China,21415.870968169573,,,
,,,76.0,Brazil,993.0,TTCR,278.0920000000004,,,,156.0,China,392.0,Japan,5710.40291552,,,
,,,124.0,Canada,152.0,Chile,0.0440619,,,,156.0,China,410.0,Rep. of Korea,13983.432582856542,,,
,,,124.0,Canada,156.0,China,6285.615599999999,,,,156.0,China,842.0,USA,9.620033070000002,,,
,,,124.0,Canada,842.0,USA,3715.87335,,,,156.0,China,998.0,NCPC,1348.7488992739002,,,
,,,124.0,Canada,993.0,TTCR,290.99716044,,,,156.0,China,999.0,NBCP,49174.04916922884,,,
,,,152.0,Chile,32.0,Argentina,0.072864,,,,392.0,Japan,999.0,NBCP,4323.071627570001,,,
,,,152.0,Chile,152.0,Chile,48992.861632600005,,,,410.0,Rep. of Korea,999.0,NBCP,15068.164147041465,,,
,,,152.0,Chile,993.0,TTCR,7.065503399999999,,,,842.0,USA,124.0,Canada,30.72907726,,,
,,,152.0,Chile,997.0,NTRM,28464.594372499996,,,,842.0,USA,156.0,China,177.46702926616,,,
,,,156.0,China,32.0,Argentina,1.96281,,,,842.0,USA,392.0,Japan,552.21480378,,,
,,,156.0,China,152.0,Chile,1.658931,,,,842.0,USA,410.0,Rep. of Korea,351.0600607951101,,,
,,,156.0,China,156.0,China,21507.177861560016,,,,842.0,USA,842.0,USA,612.7219276197993,,,
,,,156.0,China,842.0,USA,79.16261999999999,,,,842.0,USA,998.0,NCPC,620.8071012789301,,,
,,,156.0,China,993.0,TTCR,19410.03777744,,,,842.0,USA,999.0,NBCP,3458.7317488197996,,,
,,,156.0,China,997.0,NTRM,224085.01456432987,,,,992.0,TFCR,124.0,Canada,5.32519039978,,,
,,,516.0,Namibia,156.0,China,410.51772,,,,992.0,TFCR,156.0,China,2050.67849369831,,,
,,,516.0,Namibia,993.0,TTCR,2289.48228,,,,992.0,TFCR,392.0,Japan,19.4337241,,,
,,,620.0,Portugal,32.0,Argentina,0.03,,,,992.0,TFCR,410.0,Rep. of Korea,344.04451426046006,,,
,,,620.0,Portugal,993.0,TTCR,379.96999999999997,,,,992.0,TFCR,842.0,USA,42.28179929,,,
,,,716.0,Zimbabwe,156.0,China,37775.397,,,,996.0,MRMT,124.0,Canada,105.23838615753999,,,
,,,716.0,Zimbabwe,993.0,TTCR,164.16045,,,,,,,,,,,
,,,842.0,USA,32.0,Argentina,2.0083572,,,,,,,,,,,
,,,842.0,USA,152.0,Chile,6.851909999999999,,,,,,,,,,,
,,,842.0,USA,156.0,China,1727.6959499999998,,,,,,,,,,,
,,,842.0,USA,993.0,TTCR,5133.23018661,,,,,,,,,,,
,,,842.0,USA,997.0,NTRM,6926.463300700001,,,,,,,,,,,
,,,991.0,TFCM,32.0,Argentina,74.48275233,,,,,,,,,,,
,,,991.0,TFCM,152.0,Chile,19.3937628,,,,,,,,,,,
,,,991.0,TFCM,156.0,China,78980.10101277,,,,,,,,,,,
,,,991.0,TFCM,842.0,USA,5376.4641807,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,303828.3440706,,,,,,,,,,,
,,,994.0,UARP,32.0,Argentina,5800.949815173069,,,,,,,,,,,
,,,994.0,UARP,152.0,Chile,28066.56213013728,,,,,,,,,,,
