id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
32.0,Argentina,8630.0,32.0,Argentina,32.0,Argentina,8162.06984228,32.0,Argentina,6562.0,32.0,Argentina,124.0,Canada,45.02079106,124.0,Canada,220.0
36.0,Australia,91700.0,32.0,Argentina,152.0,Chile,387.09236595,156.0,China,42480.0,32.0,Argentina,156.0,China,3428.7018965200004,156.0,China,17706.97273
76.0,Brazil,5260.0,32.0,Argentina,156.0,China,74.30286,152.0,Chile,20930.0,32.0,Argentina,392.0,Japan,881.7866320000002,392.0,Japan,4067.48429829
124.0,Canada,3240.0,32.0,Argentina,842.0,USA,0.54255,842.0,USA,2345.0,32.0,Argentina,410.0,Rep. of Korea,507.26752398200006,410.0,Rep. of Korea,6779.140497150001
152.0,Chile,41400.0,32.0,Argentina,993.0,TTCR,5.99238177,,,,32.0,Argentina,842.0,USA,1437.01236964,842.0,USA,176.0
156.0,China,25700.0,32.0,Argentina,997.0,NTRM,1812.675484479998,,,,32.0,Argentina,998.0,NCPC,439.7280077998101,,,
516.0,Namibia,2700.0,36.0,Australia,152.0,Chile,0.0718712999999999,,,,124.0,Canada,999.0,NBCP,245.95980163999997,,,
620.0,Portugal,380.0,36.0,Australia,156.0,China,105948.84,,,,152.0,Chile,124.0,Canada,324.46764682,,,
716.0,Zimbabwe,14900.0,36.0,Australia,842.0,USA,97.79361,,,,152.0,Chile,156.0,China,26331.767458920003,,,
842.0,USA,615.0,36.0,Australia,993.0,TTCR,2163.0575240999997,,,,152.0,Chile,392.0,Japan,2178.29431964,,,
,,,76.0,Brazil,32.0,Argentina,39.8025,,,,152.0,Chile,410.0,Rep. of Korea,11821.968325220001,,,
,,,76.0,Brazil,152.0,Chile,13.4069493,,,,152.0,Chile,842.0,USA,1689.30922819,,,
,,,76.0,Brazil,156.0,China,11276.74173,,,,152.0,Chile,998.0,NCPC,3691.14220380241,,,
,,,76.0,Brazil,842.0,USA,2.10513,,,,156.0,China,124.0,Canada,7.571484270000001,,,
,,,76.0,Brazil,993.0,TTCR,360.8688792,,,,156.0,China,156.0,China,19281.852668526124,,,
,,,124.0,Canada,152.0,Chile,0.0371289,,,,156.0,China,392.0,Japan,5663.98993859,,,
,,,124.0,Canada,156.0,China,2706.01353,,,,156.0,China,410.0,Rep. of Korea,16119.2971910255,,,
,,,124.0,Canada,842.0,USA,3868.1136,,,,156.0,China,842.0,USA,14.71637245,,,
,,,124.0,Canada,993.0,TTCR,253.92804498,,,,156.0,China,998.0,NCPC,1392.5723451383599,,,
,,,152.0,Chile,32.0,Argentina,12.6504,,,,156.0,China,999.0,NBCP,31834.297512775294,,,
,,,152.0,Chile,152.0,Chile,41375.76956256001,,,,392.0,Japan,999.0,NBCP,5406.335927564339,,,
,,,152.0,Chile,156.0,China,0.75675,,,,410.0,Rep. of Korea,999.0,NBCP,22532.763398963667,,,
,,,152.0,Chile,993.0,TTCR,10.82328744,,,,842.0,USA,124.0,Canada,72.17991678,,,
,,,152.0,Chile,997.0,NTRM,20871.761258860017,,,,842.0,USA,156.0,China,91.41799538759,,,
,,,156.0,China,32.0,Argentina,4.590089999999999,,,,842.0,USA,392.0,Japan,726.68972916,,,
,,,156.0,China,152.0,Chile,1.36242213,,,,842.0,USA,410.0,Rep. of Korea,291.6374427761701,,,
,,,156.0,China,842.0,USA,72.57027,,,,842.0,USA,842.0,USA,598.1309151987615,,,
,,,156.0,China,993.0,TTCR,38959.53271272,,,,842.0,USA,998.0,NCPC,564.94400069748,,,
,,,156.0,China,997.0,NTRM,153930.17697680992,,,,842.0,USA,999.0,NBCP,3619.298691188762,,,
,,,516.0,Namibia,156.0,China,3167.11023,,,,992.0,TFCR,124.0,Canada,16.71996271,,,
,,,516.0,Namibia,993.0,TTCR,6.17391648,,,,992.0,TFCR,156.0,China,407.53022342158,,,
,,,620.0,Portugal,993.0,TTCR,380.0000000000001,,,,992.0,TFCR,392.0,Japan,23.05960646434,,,
,,,716.0,Zimbabwe,156.0,China,12140.1528,,,,992.0,TFCR,410.0,Rep. of Korea,571.73341311,,,
,,,716.0,Zimbabwe,993.0,TTCR,2759.8472,,,,992.0,TFCR,842.0,USA,56.12980571,,,
,,,842.0,USA,32.0,Argentina,2.7539928,,,,,,,,,,,
,,,842.0,USA,152.0,Chile,11.55887727,,,,,,,,,,,
,,,842.0,USA,156.0,China,2053.88823,,,,,,,,,,,
,,,842.0,USA,993.0,TTCR,19602.06290592,,,,,,,,,,,
,,,842.0,USA,997.0,NTRM,7032.288352660002,,,,,,,,,,,
,,,991.0,TFCM,32.0,Argentina,152.80865939999998,,,,,,,,,,,
,,,991.0,TFCM,152.0,Chile,12.46208145,,,,,,,,,,,
,,,991.0,TFCM,156.0,China,59042.37084681,,,,,,,,,,,
,,,991.0,TFCM,842.0,USA,5336.163192659999,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,362786.96191473,,,,,,,,,,,
,,,994.0,UARP,32.0,Argentina,177.51722100181163,,,,,,,,,,,
,,,994.0,UARP,152.0,Chile,25106.949182592423,,,,,,,,,,,
