id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
32.0,Argentina,6590.0,32.0,Argentina,32.0,Argentina,6121.720244360002,32.0,Argentina,6562.0,32.0,Argentina,124.0,Canada,8.5762655,124.0,Canada,220.0
36.0,Australia,74700.0,32.0,Argentina,152.0,Chile,447.02852907,156.0,China,42480.0,32.0,Argentina,156.0,China,2400.22712,156.0,China,17706.97273
76.0,Brazil,2630.0,32.0,Argentina,156.0,China,1.62190236,152.0,Chile,20930.0,32.0,Argentina,392.0,Japan,947.747789,392.0,Japan,4067.48429829
124.0,Canada,520.0,32.0,Argentina,842.0,USA,0.1982399999999999,842.0,USA,2345.0,32.0,Argentina,410.0,Rep. of Korea,622.230794295,410.0,Rep. of Korea,6779.140497150001
152.0,Chile,38000.0,32.0,Argentina,993.0,TTCR,19.431084209999998,,,,32.0,Argentina,842.0,USA,1442.78542687,842.0,USA,176.0
156.0,China,22600.0,36.0,Australia,152.0,Chile,0.0053823,,,,32.0,Argentina,998.0,NCPC,1140.4326043350004,,,
620.0,Portugal,380.0,36.0,Australia,156.0,China,78767.79068688,,,,124.0,Canada,999.0,NBCP,481.1302291840598,,,
716.0,Zimbabwe,1030.0,36.0,Australia,842.0,USA,401.53269,,,,152.0,Chile,124.0,Canada,383.06789374000004,,,
842.0,USA,615.0,36.0,Australia,993.0,TTCR,3179.94140673,,,,152.0,Chile,156.0,China,22938.1109547,,,
,,,76.0,Brazil,32.0,Argentina,32.3544,,,,152.0,Chile,392.0,Japan,2661.890036,,,
,,,76.0,Brazil,152.0,Chile,23.47359,,,,152.0,Chile,410.0,Rep. of Korea,9371.11073092,,,
,,,76.0,Brazil,156.0,China,4036.1931,,,,152.0,Chile,842.0,USA,1731.6399034400001,,,
,,,76.0,Brazil,842.0,USA,4.874219999999999,,,,152.0,Chile,998.0,NCPC,5778.44817227834,,,
,,,76.0,Brazil,993.0,TTCR,322.75961193,,,,156.0,China,124.0,Canada,67.99397493,,,
,,,124.0,Canada,152.0,Chile,0.0077999099999999,,,,156.0,China,156.0,China,25001.690441575956,,,
,,,124.0,Canada,156.0,China,130.49694,,,,156.0,China,392.0,Japan,5989.3975163,,,
,,,124.0,Canada,842.0,USA,4665.69318,,,,156.0,China,410.0,Rep. of Korea,10338.4784704,,,
,,,124.0,Canada,993.0,TTCR,331.81097376,,,,156.0,China,842.0,USA,14.31653757,,,
,,,152.0,Chile,32.0,Argentina,31.92318,,,,156.0,China,998.0,NCPC,1068.12305922405,,,
,,,152.0,Chile,152.0,Chile,37964.2386278,,,,156.0,China,999.0,NBCP,33159.429495013894,,,
,,,152.0,Chile,156.0,China,0.00063,,,,392.0,Japan,999.0,NBCP,6439.67816034,,,
,,,152.0,Chile,993.0,TTCR,3.8375622,,,,410.0,Rep. of Korea,999.0,NBCP,14068.026689646693,,,
,,,152.0,Chile,997.0,NTRM,17554.98940310999,,,,842.0,USA,124.0,Canada,139.89138584,,,
,,,156.0,China,32.0,Argentina,1.78125,,,,842.0,USA,156.0,China,228.47459242101,,,
,,,156.0,China,152.0,Chile,5.442075,,,,842.0,USA,392.0,Japan,776.5490784100001,,,
,,,156.0,China,842.0,USA,85.60625999999999,,,,842.0,USA,410.0,Rep. of Korea,157.49787728479004,,,
,,,156.0,China,993.0,TTCR,42143.26372122,,,,842.0,USA,842.0,USA,307.07274170858966,,,
,,,156.0,China,997.0,NTRM,86225.21914109998,,,,842.0,USA,998.0,NCPC,735.5143243356101,,,
,,,620.0,Portugal,32.0,Argentina,0.54,,,,842.0,USA,999.0,NBCP,3393.94065414859,,,
,,,620.0,Portugal,156.0,China,0.00012,,,,992.0,TFCR,124.0,Canada,101.60070917406001,,,
,,,620.0,Portugal,993.0,TTCR,379.45987999999994,,,,992.0,TFCR,156.0,China,297.89911631693997,,,
,,,716.0,Zimbabwe,156.0,China,1866.21519,,,,992.0,TFCR,392.0,Japan,131.57803892,,,
,,,716.0,Zimbabwe,842.0,USA,1.7939999999999998,,,,992.0,TFCR,410.0,Rep. of Korea,357.84931389691,,,
,,,716.0,Zimbabwe,993.0,TTCR,1140.1027851,,,,992.0,TFCR,842.0,USA,74.12604456,,,
,,,842.0,USA,32.0,Argentina,1.9251402,,,,,,,,,,,
,,,842.0,USA,152.0,Chile,11.299401,,,,,,,,,,,
,,,842.0,USA,156.0,China,2395.97823,,,,,,,,,,,
,,,842.0,USA,993.0,TTCR,5313.54619632,,,,,,,,,,,
,,,842.0,USA,997.0,NTRM,6541.881334510001,,,,,,,,,,,
,,,991.0,TFCM,32.0,Argentina,143.0430885,,,,,,,,,,,
,,,991.0,TFCM,152.0,Chile,33.49399803,,,,,,,,,,,
,,,991.0,TFCM,156.0,China,41506.92234186,,,,,,,,,,,
,,,991.0,TFCM,842.0,USA,3727.18274451,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,364189.867377,,,,,,,,,,,
,,,994.0,UARP,152.0,Chile,21934.267691078356,,,,,,,,,,,
,,,995.0,URMS,32.0,Argentina,228.71269693999784,,,,,,,,,,,
