typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4848010.353,True,8,kg,4844865,False,4848010.353,True,0,False,13608389.662,0,13608389.662,6,False,True
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1730500.0,False,8,kg,1730500,False,1730500.0,False,0,False,5373672.753,0,5373672.753,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,203,CZE,Czechia,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3145.353,True,8,kg,0,False,3145.353,True,0,False,8829.022,0,8829.022,6,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,251,FRA,France,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,352.0,False,8,kg,352,False,352.0,False,0,False,27779.86,0,27779.86,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,253870.0,False,8,kg,253870,False,253870.0,False,0,False,906012.779,0,906012.779,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,376,ISR,Israel,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10000.0,False,8,kg,10000,False,10000.0,False,0,False,21589.658,0,21589.658,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,410,KOR,Rep. of Korea,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17290.0,False,8,kg,17290,False,17290.0,False,0,False,69202.497,0,69202.497,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,490,S19,"Other Asia, nes",0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,583642.0,False,8,kg,583642,False,583642.0,False,0,False,2825750.883,0,2825750.883,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9.0,False,8,kg,9,False,9.0,False,0,False,2136.912,0,2136.912,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,702,SGP,Singapore,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1035.0,False,8,kg,1035,False,1035.0,False,0,False,4380.29,0,4380.29,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200.0,False,8,kg,200,False,200.0,False,0,False,4212.987,0,4212.987,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,85377.0,False,8,kg,85377,False,85377.0,False,0,False,344559.993,0,344559.993,0,True,False
C,A,20220101,2022,52,2022,392,JPN,Japan,M,Import,842,USA,USA,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2162590.0,False,8,kg,2162590,False,2162590.0,False,0,False,4020262.028,0,4020262.028,0,True,False
