typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,0,W00,World,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14565590.981,True,27,kg P2O5,8278165.0,False,14565590.981,True,0.0,False,12043831.626,,12043831.626,6,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,48385.537,True,27,kg P2O5,48329.0,False,48385.537,True,0.0,False,66541.271,,66541.271,6,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,76,BRA,Brazil,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,27,kg P2O5,1.0,False,1.0,False,0.0,False,80.014,,80.014,0,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,100,BGR,Bulgaria,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,27,kg P2O5,1.0,False,1.0,False,0.0,False,54.063,,54.063,0,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,156,CHN,China,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,707700.0,False,27,kg P2O5,500847.0,False,707700.0,False,0.0,False,977278.692,,977278.692,0,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,251,FRA,France,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,124384.059,True,27,kg P2O5,88165.0,False,124384.059,True,0.0,False,287457.425,,287457.425,6,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,120166.703,True,27,kg P2O5,88766.0,False,120166.703,True,0.0,False,288411.104,,288411.104,6,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,380,ITA,Italy,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6300.0,False,27,kg P2O5,2428.0,False,6300.0,False,0.0,False,25715.812,,25715.812,0,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,504,MAR,Morocco,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11018390.0,False,27,kg P2O5,5919050.0,False,11018390.0,False,0.0,False,7206402.335,,7206402.335,0,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,688,SRB,Serbia,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,47120.0,False,27,kg P2O5,25565.0,False,47120.0,False,0.0,False,54279.685,,54279.685,0,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2493067.681,True,27,kg P2O5,1604950.0,False,2493067.681,True,0.0,False,3137366.858,,3137366.858,6,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,44.0,False,27,kg P2O5,42.0,False,44.0,False,0.0,False,217.335,,217.335,0,False,True
C,A,20230101,2023,52,2023,620,PRT,Portugal,M,Import,842,USA,USA,0,W00,World,H6,HS,True,280920,Phosphoric acid and polyphosphoric acids,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,31.0,False,27,kg P2O5,21.0,False,31.0,False,0.0,False,27.032,,27.032,0,False,True
