typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16369.66,False,8,kg,16369.66,False,16373.0,False,0.0,False,92334.34,85651.52,92334.34,0,False,True
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12750.0,False,8,kg,12750.0,False,12750.0,False,0.0,False,39400.57,37267.36,39400.57,0,False,True
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1315.6,False,8,kg,1315.6,False,1317.0,False,0.0,False,23909.64,21252.78,23909.64,0,False,True
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,507.73,False,8,kg,507.73,False,508.0,False,0.0,False,5378.3,5197.44,5378.3,0,False,True
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.57,False,8,kg,1000.57,False,1002.0,False,0.0,False,6878.16,6386.29,6878.16,0,False,True
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12.26,False,8,kg,12.26,False,12.0,False,0.0,False,210.06,195.38,210.06,0,False,True
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),M,Import,842,USA,USA,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,783.5,False,8,kg,783.5,False,784.0,False,0.0,False,16557.61,15352.27,16557.61,0,False,True
