typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,0,W00,World,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13423.474,False,8,kg,13423.474,False,13423.474,False,0,False,87155.83,76835.95,87155.83,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,32,ARG,Argentina,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30.038,False,8,kg,30.038,False,30.038,False,0,False,155.93,142.64,155.93,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,76,BRA,Brazil,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100.0,False,8,kg,100.0,False,100.0,False,0,False,1298.77,1285.0,1298.77,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,156,CHN,China,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3050.222,False,8,kg,3050.222,False,3050.222,False,0,False,12281.0,9998.59,12281.0,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,251,FRA,France,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,197.325,False,8,kg,197.325,False,197.325,False,0,False,1312.19,1140.31,1312.19,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,276,DEU,Germany,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1164.036,False,8,kg,1164.036,False,1164.036,False,0,False,7597.11,6873.5,7597.11,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,380,ITA,Italy,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6875.0,False,8,kg,6875.0,False,6875.0,False,0,False,13881.34,13259.28,13881.34,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,699,IND,India,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1001.928,False,8,kg,1001.928,False,1001.928,False,0,False,40447.31,36485.13,40447.31,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,724,ESP,Spain,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.373,False,8,kg,2.373,False,2.373,False,0,False,450.25,412.46,450.25,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,757,CHE,Switzerland,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.466,False,8,kg,0.466,False,0.466,False,0,False,304.55,282.86,304.55,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,826,GBR,United Kingdom,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.168,False,8,kg,1.168,False,1.168,False,0,False,147.69,133.34,147.69,0,False,True
C,A,20230101,2023,52,2023,858,URY,Uruguay,M,Import,842,USA,USA,0,W00,World,H6,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.918,False,8,kg,1000.918,False,1000.918,False,0,False,9279.69,6822.84,9279.69,0,False,True
