typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWeight,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,260205.51,False,8,kg,260205.51,False,260205.51,False,0.0,False,402139.935,0.0,402139.935,0,False,True
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.54,False,8,kg,10.54,False,10.54,False,0.0,False,52.381,0.0,52.381,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,128486.0,False,8,kg,128486.0,False,128486.0,False,0.0,False,69143.826,0.0,69143.826,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,130566.02,False,8,kg,130566.02,False,130566.02,False,0.0,False,311223.198,0.0,311223.198,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,45.61,False,8,kg,45.61,False,45.61,False,0.0,False,349.541,0.0,349.541,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,442,LUX,Luxembourg,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,820.0,False,8,kg,820.0,False,820.0,False,0.0,False,17497.401,0.0,17497.401,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,458,MYS,Malaysia,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,212.0,False,8,kg,212.0,False,212.0,False,0.0,False,1254.312,0.0,1254.312,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.64,False,8,kg,5.64,False,5.64,False,0.0,False,336.975,0.0,336.975,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18.07,False,8,kg,18.07,False,18.07,False,0.0,False,931.918,0.0,931.918,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,757,CHE,Switzerland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.13,False,8,kg,0.13,False,0.13,False,0.0,False,143.499,0.0,143.499,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11.5,False,8,kg,11.5,False,11.5,False,0.0,False,265.805,0.0,265.805,0,True,False
C,A,20190101,2019,52,2019,784,ARE,United Arab Emirates,M,Import,842,USA,USA,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30.0,False,8,kg,30.0,False,30.0,False,0.0,False,941.078,0.0,941.078,0,True,False
