reporterCode,cmdCode,status,rows,file,message,checked_at
24,260200,existing_file,9,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_24\24_260200_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
24,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_24\24_282010_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
24,282090,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_24\24_282090_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
24,811100,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_24\24_811100_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
32,260200,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_32\32_260200_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
32,282010,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_32\32_282010_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
32,282090,existing_file,3,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_32\32_282090_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
32,811100,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_32\32_811100_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
51,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_51\51_282010_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
51,282090,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_51\51_282090_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
51,811100,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_51\51_811100_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
36,260200,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_36\36_260200_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
36,282010,existing_file,6,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_36\36_282010_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
36,282090,existing_file,7,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_36\36_282090_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
36,811100,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_36\36_811100_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
40,260200,existing_file,7,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_40\40_260200_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
40,282010,existing_file,10,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_40\40_282010_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
40,282090,existing_file,9,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_40\40_282090_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
40,811100,existing_file,13,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_40\40_811100_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
31,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_31\31_282010_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
31,811100,existing_file,4,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_31\31_811100_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
52,282010,existing_file,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_52\52_282010_M_2024_partners.csv,validated existing CSV,2026-07-15T20:56:07
4,260200,no_data,0,,,2026-07-15T20:56:08
4,282010,no_data,0,,,2026-07-15T20:56:08
4,282090,no_data,0,,,2026-07-15T20:56:08
4,811100,no_data,0,,,2026-07-15T20:56:08
8,260200,no_data,0,,,2026-07-15T20:56:08
8,282010,no_data,0,,,2026-07-15T20:56:08
8,282090,no_data,0,,,2026-07-15T20:56:08
8,811100,no_data,0,,,2026-07-15T20:56:08
12,260200,downloaded,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_12\12_260200_M_2024_partners.csv,,2026-07-15T20:56:08
12,282010,downloaded,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_12\12_282010_M_2024_partners.csv,,2026-07-15T20:56:08
12,282090,downloaded,9,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_12\12_282090_M_2024_partners.csv,,2026-07-15T20:56:08
12,811100,no_data,0,,,2026-07-15T20:56:08
20,260200,no_data,0,,,2026-07-15T20:56:08
20,282010,no_data,0,,,2026-07-15T20:56:08
20,282090,no_data,0,,,2026-07-15T20:56:08
20,811100,no_data,0,,,2026-07-15T20:56:08
660,260200,no_data,0,,,2026-07-15T20:56:08
660,282010,no_data,0,,,2026-07-15T20:56:08
660,282090,no_data,0,,,2026-07-15T20:56:08
660,811100,no_data,0,,,2026-07-15T20:56:08
28,260200,no_data,0,,,2026-07-15T20:56:08
28,282010,no_data,0,,,2026-07-15T20:56:08
28,282090,no_data,0,,,2026-07-15T20:56:08
28,811100,no_data,0,,,2026-07-15T20:56:08
886,260200,no_data,0,,,2026-07-15T20:56:08
886,282010,no_data,0,,,2026-07-15T20:56:08
886,282090,no_data,0,,,2026-07-15T20:56:08
886,811100,no_data,0,,,2026-07-15T20:56:08
51,260200,no_data,0,,,2026-07-15T20:56:08
533,260200,no_data,0,,,2026-07-15T20:56:08
533,282010,no_data,0,,,2026-07-15T20:56:08
533,282090,no_data,0,,,2026-07-15T20:56:08
533,811100,no_data,0,,,2026-07-15T20:56:08
975,260200,no_data,0,,,2026-07-15T20:56:08
975,282010,no_data,0,,,2026-07-15T20:56:08
975,282090,no_data,0,,,2026-07-15T20:56:08
975,811100,no_data,0,,,2026-07-15T20:56:08
31,260200,no_data,0,,,2026-07-15T20:56:08
31,282090,no_data,0,,,2026-07-15T20:56:08
44,260200,no_data,0,,,2026-07-15T20:56:08
44,282010,downloaded,2,E:\zjl\CMU\research\EVSupplyChain\data\UNComtrade_2024_Import_ByPartner\reporter_44\44_282010_M_2024_partners.csv,,2026-07-15T20:56:08
44,282090,no_data,0,,,2026-07-15T20:56:08
44,811100,no_data,0,,,2026-07-15T20:56:08
