typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1089257.24,False,8,kg,1089257.24,False,1089257.24,False,0,False,1227901.32,1075178.69,1227901.32,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2000.0,False,8,kg,2000.0,False,2000.0,False,0,False,4529.35,4152.71,4529.35,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26400.18,False,8,kg,26400.18,False,26400.18,False,0,False,173073.97,164014.75,173073.97,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,156,CHN,China,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,540050.1,False,8,kg,540050.1,False,540050.1,False,0,False,567839.8,482136.28,567839.8,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30495.36,False,8,kg,30495.36,False,30495.36,False,0,False,130739.86,115108.07,130739.86,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.13,False,8,kg,0.13,False,0.13,False,0,False,84.67,77.16,84.67,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5850.5,False,8,kg,5850.5,False,5850.5,False,0,False,45593.08,37232.63,45593.08,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,56.3,False,8,kg,56.3,False,56.3,False,0,False,1390.77,1225.07,1390.77,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12800.0,False,8,kg,12800.0,False,12800.0,False,0,False,30381.0,29430.8,30381.0,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,699,IND,India,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22.75,False,8,kg,22.75,False,22.75,False,0,False,11886.93,10861.66,11886.93,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34110.45,False,8,kg,34110.45,False,34110.45,False,0,False,54448.0,52123.4,54448.0,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,757,CHE,Switzerland,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.03,False,8,kg,0.03,False,0.03,False,0,False,35.91,29.24,35.91,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5000.0,False,8,kg,5000.0,False,5000.0,False,0,False,11201.32,10431.22,11201.32,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1250.05,False,8,kg,1250.05,False,1250.05,False,0,False,2374.48,1996.89,2374.48,0,False,True
C,A,20200101,2020,52,2020,170,COL,Colombia,M,Import,842,USA,USA,0,W00,World,H5,HS,True,284290,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,431221.39,False,8,kg,431221.39,False,431221.39,False,0,False,194322.18,166358.81,194322.18,0,False,True
