Year,Partner ID,Partner Name,Quantity,Unit
2020,0,World,17.570429999999998,t
2020,842,USA,0.21470999999999998,t
2020,826,United Kingdom,0.003,t
2020,792,Türkiye,0.372,t
2020,710,South Africa,0.42,t
2020,380,Italy,0.20400000000000001,t
2020,643,Russian Federation,10.31772,t
2020,251,France,0.105,t
2020,156,China,2.898,t
2020,124,Canada,0.75,t
2020,56,Belgium,0.9149999999999999,t
2020,40,Austria,0.11399999999999999,t
2020,276,Germany,1.2570000000000001,t
2022,643,Russian Federation,4.40214,t
2022,842,USA,0.0,
2022,826,United Kingdom,0.192,t
2022,792,Türkiye,0.636,t
2022,616,Poland,0.00041999999999999996,t
2022,710,South Africa,0.18,t
2022,251,France,0.039,t
2022,156,China,0.9299999999999999,t
2022,56,Belgium,0.6001799999999999,t
2022,40,Austria,0.06,t
2022,0,World,0.0,
2022,276,Germany,0.30079799999999995,t
2023,826,United Kingdom,0.219,t
2023,710,South Africa,0.3,t
2023,528,Netherlands,0.24,t
2023,484,Mexico,2.4,t
2023,392,Japan,0.6,t
2023,156,China,1.851,t
2023,124,Canada,0.003,t
2023,56,Belgium,0.8999999999999999,t
2023,0,World,7.4136228,t
2023,276,Germany,0.9006228000000001,t
2024,826,United Kingdom,0.261,t
2024,0,World,11.048881799999998,t
2024,56,Belgium,1.2,t
2024,156,China,8.979,t
2024,251,France,0.024,t
2024,276,Germany,0.222,t
2024,710,South Africa,0.24,t
2024,842,USA,0.12288179999999993,t
