typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,0,W00,World,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11388038.83,False,8,kg,11388038.83,False,11388038.83,False,0.0,False,1056770.91,0.0,1056770.91,0,False,True
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,40,AUT,Austria,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1080.0,False,8,kg,1080.0,False,1080.0,False,0.0,False,459.24,0.0,459.24,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5795.55,False,8,kg,5795.55,False,5795.55,False,0.0,False,1283.85,0.0,1283.85,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,156,CHN,China,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,45422.4,False,8,kg,45422.4,False,45422.4,False,0.0,False,34370.64,0.0,34370.64,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,251,FRA,France,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7212.98,False,8,kg,7212.98,False,7212.98,False,0.0,False,6173.53,0.0,6173.53,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,79.89,False,8,kg,79.89,False,79.89,False,0.0,False,735.14,0.0,735.14,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,300,GRC,Greece,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9400000.0,False,8,kg,9400000.0,False,9400000.0,False,0.0,False,239655.17,0.0,239655.17,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,79630.0,False,8,kg,79630.0,False,79630.0,False,0.0,False,27373.83,0.0,27373.83,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,400,JOR,Jordan,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26000.0,False,8,kg,26000.0,False,26000.0,False,0.0,False,1253.32,0.0,1253.32,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4.11,False,8,kg,4.11,False,4.11,False,0.0,False,66.04,0.0,66.04,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,88000.0,False,8,kg,88000.0,False,88000.0,False,0.0,False,14655.18,0.0,14655.18,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,616,POL,Poland,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1952.0,False,8,kg,1952.0,False,1952.0,False,0.0,False,1104.91,0.0,1104.91,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,699,IND,India,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,180429.0,False,8,kg,180429.0,False,180429.0,False,0.0,False,54432.62,0.0,54432.62,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,788073.0,False,8,kg,788073.0,False,788073.0,False,0.0,False,402791.29,0.0,402791.29,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,607212.8,False,8,kg,607212.8,False,607212.8,False,0.0,False,185080.63,0.0,185080.63,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2685.0,False,8,kg,2685.0,False,2685.0,False,0.0,False,1447.59,0.0,1447.59,0,True,False
C,A,20190101,2019,52,2019,422,LBN,Lebanon,M,Import,842,USA,USA,0,W00,World,H5,HS,True,253090,Mineral substances; n.e.c. in chapter 25,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,154462.1,False,8,kg,154462.1,False,154462.1,False,0.0,False,85887.93,0.0,85887.93,0,True,False
