typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWeight,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,0,W00,World,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3399492.0,False,8,kg,3399492.0,False,3399492.0,False,0.0,False,,3557276.583,3557276.583,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,36,AUS,Australia,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,375.0,False,8,kg,375.0,False,375.0,False,0.0,False,,1642.305,1642.305,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,254.0,False,8,kg,254.0,False,254.0,False,0.0,False,,599.189,599.189,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40123.0,False,8,kg,40123.0,False,40123.0,False,0.0,False,,126228.396,126228.396,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,156,CHN,China,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10022.0,False,8,kg,10022.0,False,10022.0,False,0.0,False,,20303.086,20303.086,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,49.0,False,8,kg,49.0,False,49.0,False,0.0,False,,140.188,140.188,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,384,CIV,Côte d'Ivoire,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,552000.0,False,8,kg,552000.0,False,552000.0,False,0.0,False,,457309.338,457309.338,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,699,IND,India,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,256502.0,False,8,kg,256502.0,False,256502.0,False,0.0,False,,271406.993,271406.993,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,702,SGP,Singapore,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.0,False,8,kg,10.0,False,10.0,False,0.0,False,,146.217,146.217,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4110.0,False,8,kg,4110.0,False,4110.0,False,0.0,False,,6701.119,6701.119,0,False,True
C,A,20190101,2019,52,2019,124,CAN,Canada,M,Import,842,USA,USA,0,W00,World,H5,HS,True,282010,Manganese dioxide,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2536047.0,False,8,kg,2536047.0,False,2536047.0,False,0.0,False,,2672799.751,2672799.751,0,False,True
